"mean_daily_volume_usd","sd_daily_volume_usd","coefficient_of_variation","mean_daily_change_usd","mean_absolute_daily_change_usd","sd_daily_change_usd","mean_daily_percentage_change","sd_daily_percentage_change","mean_log_change","sd_log_change"
338334259.634638,216267271.304984,0.639211859710951,131454.917378066,87009915.5722191,129726204.529812,5.82368839583824,37.5210077294613,0.000560885249175224,0.331432222306583
