protocol_a,protocol_b,log_odds_difference_a_minus_b,odds_ratio_a_vs_b,ci95_low_or,ci95_high_or,t_stat,df,p_value_raw,p_value_holm_exploratory,inference_status
dodo,maverick,1.116441966379468,3.0539687259266954,1.9225174291097618,4.851308413498828,4.93376888847453,29,3.04933970737734e-05,0.0037201944430003547,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,pancakeswap,1.3734540391824477,3.9489670531484067,2.9771573683663175,5.237996806130821,9.943989758581926,29,7.495661349053619e-11,1.1768188318014183e-08,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,shibaswap,1.2593405314182957,3.5230973490895163,2.318124976616645,5.35442008363047,6.153254011191191,29,1.0469628771870727e-06,0.00013924606266588066,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,solidly,0.925243313968932,2.5224819407891825,1.6549981906860518,3.8446659201300513,4.490128589465063,29,0.00010434252367297231,0.01220807526973776,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,supernova,3.505658036373568,33.30335146023438,18.665217405164867,59.4213929797031,12.38328470197311,29,4.205149124492653e-13,7.443113950351996e-11,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,sushiswap,1.40865477222544,4.0904491155347635,2.6648588649934943,6.278671710000664,6.723448748620083,29,2.2363570824235087e-07,3.0414456320959718e-05,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,swapr,1.0562071471894394,2.875444144006093,1.367802801005014,6.044861890342499,2.9073779738446035,29,0.006919415483593489,0.6012952570932277,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,uniswap,1.0855309530934045,2.9610115596894313,1.8890702517973108,4.641219376713345,4.9397685520690064,29,2.9989159765288832e-05,0.0036886666511305264,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,verse_dex,1.1922604199090405,3.294519795185615,2.026273367604025,5.356562867775366,5.016738364714491,29,2.421308707878185e-05,0.0030266358848477313,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
dodo,xchange,2.245049346277991,9.44088141732491,2.7413818794136504,32.51288797278207,3.7131561819713386,29,0.0008664993179250435,0.09444842565382974,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,fluid,3.083644086392157,21.83783653882034,15.25917476346007,31.25274545240873,17.593887851598677,29,5.134237374197721e-17,1.0679213738331259e-14,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,fraxswap,1.276879820331231,3.585435052808022,1.6748616439044584,7.675466546559583,3.4310122839799173,29,0.0018265539786716852,0.18813505980318357,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,kyberswap,2.130629967424901,8.420169573524534,2.4612319572889296,28.806409504370542,3.5428789634279054,29,0.001361693460584975,0.14570120028259234,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,maverick,0.11062228221544675,1.1169729266255057,0.797949725457904,1.5635427634220875,0.6726924386082305,29,0.5064682106900757,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,pancakeswap,0.36763435501842645,1.444313836306374,1.0355572610894652,2.0144153646814273,2.260020307644661,29,0.03150414451360507,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,shibaswap,0.2535208472542744,1.2885542420232152,1.016426273779221,1.6335390745681118,2.185696024258381,29,0.03705976164962287,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,solidly,-0.08057637019508933,0.9225844429393506,0.6859923993252071,1.2407747595905987,-0.5561603313493516,29,0.5823675150129128,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,supernova,2.499838352209547,12.180524846628275,7.349251198290132,20.187796217095862,10.119436877952415,29,5.03792753479271e-11,7.959925504972481e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,sushiswap,0.40283508806141877,1.4960601531389892,1.1991370270965596,1.866505604642652,3.7240850531058625,29,0.0008415638117697184,0.09339715914211676,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,swapr,0.05038746302541816,1.0516785039781547,0.5688600821572365,1.9442877263165332,0.16770146657078222,29,0.8679821754162862,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,uniswap,0.0797112689293832,1.082974334190233,0.8925568555547247,1.314015349516151,0.8430599952329372,29,0.4060949577489288,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,verse_dex,0.1864407357450193,1.2049532093153683,0.9639265716429944,1.5062477571965351,1.7085428472186968,29,0.09821949115502733,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
ekubo,xchange,1.2392296621139698,3.4529524998439274,1.0783626210864943,11.05646721523567,2.177814079855549,29,0.03769766741226763,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,fraxswap,-1.806764266060926,0.16418453569951044,0.07462643740400887,0.36122000058675907,-4.686449888325431,29,6.0594811637063686e-05,0.007331972208084706,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,kyberswap,-0.9530141189672561,0.3855770949909026,0.09783981047103518,1.5195215062853802,-1.4212622671467334,29,0.1659055275995389,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,maverick,-2.9730218041767102,0.05114851577169299,0.029846629568807754,0.08765380558685414,-11.288186951273664,29,3.94270179587187e-12,6.702593052982179e-10,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,pancakeswap,-2.7160097313737306,0.06613813752744549,0.042601340725678144,0.10267876928489938,-12.62871334937141,29,2.5944202353413025e-13,4.618068018907518e-11,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,shibaswap,-2.8301232391378823,0.05900558142435946,0.03991353481195757,0.0872300249935181,-14.806873394553568,29,4.690077508082842e-15,9.333254241084855e-13,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,solidly,-3.1642204565872465,0.042247062400128564,0.027863991458489973,0.06405450863345478,-15.549168082356129,29,1.323852767595333e-15,2.687421118218526e-13,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,supernova,-0.5838057341826102,0.5577715917497318,0.3340980265139186,0.9311912189641998,-2.3297202119054874,29,0.026989041395168435,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,sushiswap,-2.680808998330738,0.06850770910751608,0.046618212666815956,0.1006753785415042,-14.242886119314889,29,1.2677469672106277e-14,2.4594291163886177e-12,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,swapr,-3.033256623366739,0.04815854822013268,0.02512879035020811,0.09229436571950377,-9.537055720622806,29,1.9129823713066053e-10,2.9459928518121723e-08,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,uniswap,-3.0039328174627737,0.049591649441329426,0.03433229456180302,0.07163318751924845,-16.706909691317577,29,2.019916743592565e-16,4.140829324364758e-14,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,verse_dex,-2.8972033506471377,0.055177316085014465,0.03828590549982751,0.07952107102075234,-16.213217255263547,29,4.443726230259454e-16,9.065201509729286e-14,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fluid,xchange,-1.8444144242781872,0.158117883779638,0.04615623405624837,0.5416660540477217,-3.063610842711521,29,0.004689119605888417,0.4454663625593996,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,kyberswap,0.8537501470936699,2.348437344285478,0.5538878817837541,9.957173900020123,1.208766329196332,29,0.23651639768527213,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,maverick,-1.1662575381157843,0.3115306539301893,0.15677852798952843,0.6190346955206368,-3.473701755455344,29,0.0016334236910941853,0.17150948756488946,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,pancakeswap,-0.9092454653128045,0.4028280571349979,0.2157264803430499,0.7522045664357637,-2.977774595673484,29,0.005812324564082113,0.5231092107673901,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,shibaswap,-1.0233589730769566,0.359385743443896,0.17610615316988318,0.7334105609934465,-2.934216560088714,29,0.006475674061391213,0.5698593174024268,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,solidly,-1.3574561905263203,0.2573145041957477,0.12621607888298042,0.5245825623444529,-3.897648557259753,29,0.0005278630595401633,0.059995059275753805,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,supernova,1.2229585318783158,3.3972236750150575,1.4935772777011989,7.727172119172868,3.043658340964397,29,0.004930123299403887,0.46343159014396534,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,sushiswap,-0.8740447322698122,0.4172604247753179,0.20975519185521155,0.8300450660780766,-2.5991590603060044,29,0.014543193705335437,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,swapr,-1.2264923573058129,0.29331963582899284,0.10928481329340062,0.7872677471833908,-2.540711636356565,29,0.016674292103985022,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,uniswap,-1.1971685514018477,0.3020482363338516,0.14531500805297895,0.6278301071223731,-3.3463740930547545,29,0.0022767270603204206,0.2322261601526829,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,verse_dex,-1.0904390845862117,0.33606889863244893,0.16066665049523576,0.7029604730035516,-3.0220125631459904,29,0.005204887302248917,0.48405451910914926,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
fraxswap,xchange,-0.037650158217261254,0.9630497970224456,0.23839170466813478,3.8905083246755514,-0.055152393734223266,29,0.9563952760022055,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,maverick,-2.020007685209454,0.1326544455990048,0.046792462062755495,0.37606916074599633,-3.964758742153207,29,0.00044020411994712626,0.05062347379391952,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,pancakeswap,-1.7629956124064745,0.17153025526323334,0.047144646260991394,0.6240926765636796,-2.7918090716978132,29,0.009178992048312306,0.780214324106546,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,shibaswap,-1.8771091201706265,0.1530318636426047,0.0452203089019585,0.5178812763243748,-3.149142524942007,29,0.003777443308881838,0.3664120009615383,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,solidly,-2.2112063376199904,0.1095683922851417,0.033806005599980975,0.35512129797308734,-3.8458920520387547,29,0.0006069418621407515,0.06797748855976417,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,supernova,0.3692083847846459,1.4465890194097033,0.4119811084080421,5.079407158165405,0.6012135733776731,29,0.5523686631325948,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,sushiswap,-1.727794879363482,0.17767577482560903,0.055107534086072676,0.5728559893566145,-3.018549510350226,29,0.005250174482326106,0.48405451910914926,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,swapr,-2.0802425043994828,0.12489991974567095,0.030010108050755938,0.5198245179954324,-2.9836169262907157,29,0.005728412452917555,0.5212855332154974,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,uniswap,-2.0509186984955177,0.12861668933549983,0.03819829457921001,0.4330626002509506,-3.4550591298625957,29,0.00171520379128961,0.17838119429411944,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,verse_dex,-1.9441892316798817,0.14310319985764802,0.04336737365590023,0.4722104218711848,-3.330640066346644,29,0.002371450844992077,0.23951653534419978,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
kyberswap,xchange,-0.8914003053109312,0.41008111175112383,0.0946130804952388,1.7774129891426622,-1.2431262803658,29,0.22377828540965322,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,pancakeswap,0.2570120728029797,1.2930607375326455,0.9427509985481837,1.7735394324941822,1.6636287227708282,29,0.10695780142029027,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,shibaswap,0.14289856503882764,1.1536127790635669,0.8530239847834119,1.5601231240369755,0.9681786221421359,29,0.34096092084437213,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,solidly,-0.19119865241053607,0.8259684912208003,0.6177987262219439,1.104281895596652,-1.3466024624708128,29,0.18853916840484333,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,supernova,2.3892160699941,10.904941880218116,6.853149174849775,17.352279131373468,10.5197278388094,29,2.065145074482431e-11,3.3248835699167143e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,sushiswap,0.29221280584597203,1.3393880169134864,1.0287814484568056,1.7437719765868844,2.265188591254983,29,0.031147284362272827,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,swapr,-0.06023481919002859,0.9415434151617152,0.44819123609801886,1.977959253180285,-0.1659624985220976,29,0.8693381113886507,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,uniswap,-0.030911013286063552,0.9695618473600912,0.7352695845408986,1.2785108967118217,-0.2285557080851648,29,0.8208183052694465,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,verse_dex,0.07581845352957255,1.0787667100899754,0.7849260907076395,1.4826078895519919,0.4876536716589377,29,0.6294616119530848,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
maverick,xchange,1.128607379898523,3.091348427106165,0.9941003132055275,9.613149669932751,2.0345626640656254,29,0.05112918462440996,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,shibaswap,-0.11411350776415208,0.892156683424503,0.7103808329207174,1.1204462605029786,-1.0243493434298203,29,0.31413954221099694,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,solidly,-0.4482107252135158,0.6387700648902792,0.4782512209169538,0.8531649851674578,-3.167475044511072,29,0.0036053970953098917,0.35332891534036936,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,supernova,2.1322039971911204,8.43343360732334,5.529119624548234,12.863314096761282,10.329467036013465,29,3.1472738893998065e-11,5.03563822303969e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,sushiswap,0.035200733042992316,1.0358276127610528,0.8184557878516184,1.3109307298988513,0.3056576881811827,29,0.7620486685800627,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,swapr,-0.3172468919930083,0.7281509582901123,0.38734164969903484,1.368827283280221,-1.0279490562368236,29,0.31247182993065736,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,uniswap,-0.28792308608904327,0.7498192615531434,0.5942129224588387,0.9461741805775807,-2.5317403239336302,29,0.01702586262304923,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,verse_dex,-0.18119361927340716,0.834273811567757,0.6105946112413361,1.1398934413338542,-1.187275990932353,29,0.24475322933212434,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
pancakeswap,xchange,0.8715953070955432,2.390721748310851,0.7516296026411208,7.604211512908555,1.540577199000352,29,0.1342617705916007,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,solidly,-0.3340972174493637,0.7159841726885788,0.5786252593416594,0.8859504960495604,-3.207961801666154,29,0.003251605187389882,0.32190891355159834,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,supernova,2.2463175049552726,9.452861547763098,6.229838002844833,14.343325043183112,11.01821778668235,29,6.996063040097804e-12,1.175338590736431e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,sushiswap,0.1493142408071444,1.1610377773387017,1.0452898973993174,1.2896027444266323,2.907845831330006,29,0.006911439736703767,0.6012952570932277,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,swapr,-0.20313338422885624,0.8161693700428694,0.47314769643789245,1.4078742126637698,-0.7620020576206982,29,0.45221198842736465,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,uniswap,-0.1738095783248912,0.8404569236369962,0.7192008805723205,0.982156528962055,-2.281573231712138,29,0.030039954392223178,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,verse_dex,-0.0670801115092551,0.9351202844386423,0.7552272314502899,1.1578633687365452,-0.6421252611604658,29,0.525835782572504,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
shibaswap,xchange,0.9857088148596953,2.679710630126284,0.8648640107405945,8.302864926779359,1.7826646764623826,29,0.08511363575686434,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,supernova,2.580414722404636,13.202612443605881,8.50269379430323,20.500441336937616,11.99354676842091,29,9.179879768759152e-13,1.5881191999953333e-10,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,sushiswap,0.4834114582565081,1.621596987233545,1.3303508159454633,1.9766040336782167,4.994158405609317,29,2.5781575725096428e-05,0.003196915389911957,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,swapr,0.13096383322050748,1.1399265530941654,0.5892586000906729,2.2051991201302683,0.4059248313853267,29,0.6877775201695275,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,uniswap,0.16028763912447253,1.17384846718191,0.9317433167199267,1.4788624712180356,1.4192447411412192,29,0.16648758258582816,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,verse_dex,0.26701710594010863,1.3060627875713922,1.0190980321658372,1.6738330869440554,2.201181646649953,29,0.035834565979523295,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
solidly,xchange,1.319806032309059,3.742695344875785,1.2855353610440174,10.896447401632571,2.5259486029881044,29,0.01725645141500836,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
supernova,sushiswap,-2.097003264148128,0.12282394822692043,0.08296069909808053,0.181841792825469,-10.930216427630864,29,8.450304457646634e-12,1.3838089940379662e-09,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
supernova,swapr,-2.4494508891841287,0.08634098425317632,0.03961744723656377,0.18816875093676108,-6.43063658085416,29,4.922626689773266e-07,6.596319764296176e-05,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
supernova,uniswap,-2.4201270832801636,0.08891031772658091,0.06081508974420651,0.12998492037898593,-13.032761204882936,29,1.1882953676638548e-13,2.1983464301781315e-11,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
supernova,verse_dex,-2.3133976164645276,0.09892457217464769,0.06552622301849792,0.14934587298240112,-11.486637818778181,29,2.601011716554229e-12,4.447730035307731e-10,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
supernova,xchange,-1.260608690095577,0.2834814216400329,0.08852368910148316,0.9077989996884092,-2.215213111825512,29,0.03475593397750321,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,swapr,-0.35244762503600063,0.7029653866333876,0.3922527991314011,1.259800658908973,-1.2355758286478065,29,0.22653226117200087,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,uniswap,-0.3231238191320356,0.7238842181031078,0.6350132847669944,0.8251927538980893,-5.04530814270344,29,2.2364470475646646e-05,0.0028179232799314773,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,verse_dex,-0.21639435231639947,0.8054176209340052,0.6836420232279725,0.9488848287119899,-2.6998449501912227,29,0.0114542891017624,0.9621602845480416,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
sushiswap,xchange,0.8363945740525509,2.308030524440507,0.7613749633098629,6.99655906544585,1.5424545743396352,29,0.13380605059000367,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
swapr,uniswap,0.02932380590396504,1.0297579822100542,0.5739914730301221,1.8474168201966896,0.10261343937462183,29,0.9189760607788457,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
swapr,verse_dex,0.13605327271960113,1.145742928810873,0.6301544493710702,2.0831827185070146,0.46543976404539833,29,0.6450930798899532,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
swapr,xchange,1.1888421990885516,3.283277624086202,0.9369438323590159,11.50539827951449,1.938999557041681,29,0.06228717429139011,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
uniswap,verse_dex,0.1067294668156361,1.1126332095546307,0.9267235675864854,1.3358381099855954,1.193934008543468,29,0.24217897882598666,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
uniswap,xchange,1.1595183931845865,3.188397352395046,1.0201463677181752,9.965116769957623,2.081027621720124,29,0.046369703857524563,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
verse_dex,xchange,1.0527889263689505,2.86563202052122,0.8992685888572779,9.131695445374692,1.8578644341540085,29,0.07336824329297872,1.0,exploratory diagnostic only: month-clustered CR1 with a limited number of clusters; no confirmatory significance classification
