window,scenario,gini,top_1pct_share,cr1,cr4,cr10,cr20,hhi,remaining_n
revised-24m,exclude_top_1,0.9965154379180547,0.9784080213386008,0.19495745805375425,0.4517028604445112,0.6357875613108195,0.7668586292774557,753.7310550997856,9799
revised-24m,exclude_top_5,0.9946935701307145,0.964380923645128,0.06278529218888558,0.24170443352957705,0.4551284434291587,0.6322922158407455,283.52068119092684,9795
revised-24m,exclude_top_10,0.9936842944872855,0.9553036589565633,0.055926168590407256,0.1899287318132992,0.373126016947937,0.5605735250442565,216.58768686952982,9790
revised-30m,exclude_top_1,0.9959235146275178,0.972821234089657,0.15785188520438714,0.39808340608192333,0.5525090579158696,0.6921523555353304,589.3869900863148,10733
revised-30m,exclude_top_5,0.9941474394377539,0.9590201103292281,0.046307091351392195,0.17826833153564547,0.3725965665103227,0.5476665429835889,206.64757067775972,10729
revised-30m,exclude_top_10,0.9935655018391338,0.9537940198326087,0.048574459797414746,0.16498595920202855,0.3231531370359912,0.5025934274239436,181.37933246266763,10724
