window,scope,trade_size_bin,excluded_project,month,project,matched_versions,difference_pp,interpretation
24m,all_projects,05_1000_2500,,2025-05,pancakeswap,3,0.856409683705162,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-05,shibaswap,1,0.2521706208013339,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-05,solidly,1,4.691476664088759,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-05,sushiswap,2,0.7943143237507931,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-05,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-05,uniswap,4,0.7620382368800069,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-05,verse_dex,1,7.182772013989538,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,0x API,1,-0.0007160092508395208,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,balancer,3,0.18886030083475755,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,bancor,2,0.07701643017176998,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,curve,8,0.15418491500792386,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,defiswap,1,3.4193275624244652,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,dodo,2,1.6376095620406335,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,ekubo,1,2.9658475580948727,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,fluid,1,0.021290185224611454,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,kyberswap,1,-0.11376564277588168,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,maverick,2,0.3291080324769725,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,pancakeswap,3,0.3050709643757421,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,shibaswap,1,0.581134962249053,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,solidly,1,6.579261519936056,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,sushiswap,2,1.4258167969128799,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,uniswap,4,0.824399676871307,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-06,verse_dex,1,2.4320247953648995,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,balancer,3,0.28438131651449283,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,bancor,2,0.08818342151675485,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,curve,8,0.15736043949331469,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,defiswap,1,6.280180645711344,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,dodo,2,1.638051574644364,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,ekubo,1,3.4034124627845297,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,fluid,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,fraxswap,1,0.24213075060532688,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,kyberswap,1,-0.0992063492063492,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,maverick,2,-0.07324723631862273,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,pancakeswap,3,0.595845787063078,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,shibaswap,1,0.24587530243391384,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,solidly,1,4.0955362592789495,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,sushiswap,2,0.20374098635243024,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,uniswap,4,0.6500119456091579,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,verse_dex,1,4.647508912028408,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-07,xchange,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,balancer,3,0.42039461611791457,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,curve,8,0.12322683690456743,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,defiswap,1,4.326752800444502,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,dodo,2,3.3066510946247782,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,ekubo,1,2.0654821289889553,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,fluid,1,0.012077294685990338,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,fraxswap,1,0.2232142857142857,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,maverick,2,0.2020453762289292,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,pancakeswap,2,0.4729092585067293,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,shibaswap,1,0.7594593931203937,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,solidly,1,0.4685790716111058,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,sushiswap,2,0.07711355384123308,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,uniswap,4,1.008835799319437,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,verse_dex,1,2.0631995631995634,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-08,xchange,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,balancer,3,0.24380616406640643,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,curve,8,0.14608450060988926,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,defiswap,1,4.269168516533405,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,dodo,2,2.8407929592430006,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,ekubo,1,1.5508436070901266,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,fluid,1,0.011235955056179775,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,fraxswap,1,0.09861932938856016,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,maverick,2,0.3391753217878052,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,pancakeswap,2,0.8060255433251411,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,shibaswap,1,2.974833949726364,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,solidly,1,0.6868012015904871,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,sushiswap,2,4.001063687291083,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,uniswap,4,0.3506529836736113,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-09,verse_dex,1,5.699867192380732,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,balancer,3,0.1687998597701658,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,bancor,2,0.04,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,curve,8,0.14676480636315942,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,defiswap,1,3.811360796618215,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,dodo,2,3.007874793317786,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,ekubo,1,1.6798894386341654,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,fluid,1,-0.02278250303766707,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,fraxswap,1,-0.059783523588103356,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,maverick,2,0.10607555377399042,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,pancakeswap,2,-0.1437302979449815,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,shibaswap,1,0.5066016303456812,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,solidly,1,2.2380280826537495,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,sushiswap,2,0.7290570311578478,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,uniswap,4,0.25841124840076685,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-10,verse_dex,1,3.8558392937504196,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,1inch-LOP,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,balancer,3,0.4415334554002184,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,bancor,2,0.523771152296535,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,curve,8,0.16903823939871282,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,defiswap,1,1.4288533524470204,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,dodo,2,4.601634158615891,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,ekubo,1,1.0916006011945811,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,fluid,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,fraxswap,1,0.009207613988490484,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,maverick,2,-1.0842428318298567,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,pancakeswap,2,-0.6991586570685708,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,shibaswap,1,-0.25133858335073916,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,solidly,1,-0.32980595235117033,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,sushiswap,2,-0.18008919818108843,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,uniswap,4,0.25201697411259555,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-11,verse_dex,1,7.128426709971775,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,1inch-LOP,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,apeswap,1,-25.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,balancer,3,-0.0589650425590428,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,bancor,2,0.33489090436303753,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,curve,8,0.3291344315939595,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,defiswap,1,-0.11931140276120675,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,dodo,2,4.879775495385607,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,ekubo,1,0.4185596162995865,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,eulerswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,fluid,1,0.0011165444894607136,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,fraxswap,1,-0.12057877813504825,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,maverick,2,0.06968583761182535,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,native,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,pancakeswap,2,0.5933114754610822,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,shibaswap,1,-0.0150184702961304,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,solidly,1,-1.2059369202226344,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,sushiswap,2,-0.47970835970534986,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,uniswap,4,0.1362297901422752,equal_matched_versions_within_project_month
24m,all_projects,05_1000_2500,,2025-12,verse_dex,1,6.52930402930403,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,balancer,2,1.701661255377434,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,bancor,2,0.4,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,curve,7,0.00818419903972065,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,defiswap,1,10.342744437260395,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,dodo,2,4.048582995951417,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,mauve,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,maverick,1,2.7205709195531758,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,pancakeswap,3,3.0330610253420573,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,shibaswap,1,4.196207984673537,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,solidly,1,2.650273224043716,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,sushiswap,2,4.44820174047935,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,uniswap,3,3.764983229570016,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,verse_dex,1,7.317073170731707,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-01,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,balancer,2,1.5735401849883264,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,bancor,2,0.08064516129032258,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,curve,7,0.1391980176752579,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,defiswap,1,17.20430107526882,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,dodo,2,2.3927449398272933,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,maverick,1,2.160398610633316,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,pancakeswap,3,1.146079759796671,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,shibaswap,1,1.7032967032967032,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,solidly,1,2.2962112514351323,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,sushiswap,2,1.9592921624093877,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,uniswap,3,2.9596497886712143,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,verse_dex,1,7.792207792207792,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-02,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,balancer,2,1.0421533179454077,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,bancor,2,0.05973715651135006,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,curve,8,0.06429553561636173,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,defiswap,1,6.64451827242525,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,dodo,2,3.6540803897685747,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,maverick,1,2.8833196655443967,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,pancakeswap,3,2.1848582763804907,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,shibaswap,1,1.9054291881122363,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,solidly,1,3.4519956850053934,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,sushiswap,2,3.409109534636378,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,uniswap,3,2.343420952872357,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-03,verse_dex,1,3.1914893617021276,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,balancer,2,1.0010766757607061,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,bancor,2,0.038910505836575876,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,curve,8,0.08165999225159384,equal_matched_versions_within_project_month
24m,all_projects,06_2500_5000,,2024-04,defiswap,1,6.224066390041494,equal_matched_versions_within_project_month
