window,scope,trade_size_bin,excluded_project,month,project,matched_versions,difference_pp,interpretation
24m,all_projects,02_100_250,,2024-01,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,balancer,2,0.21190977622744003,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,curve,7,-0.09041591320072333,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,defiswap,1,0.10603292278437196,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,dodo,2,0.021150592216582064,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,mauve,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,maverick,1,0.13161174865900094,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,pancakeswap,3,0.308318515192926,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,shibaswap,1,0.35436096141266804,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,solidly,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,sushiswap,2,0.7618702069348057,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,uniswap,3,0.549348535419841,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,verse_dex,1,0.9036144578313252,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-01,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,balancer,2,0.023657408113854382,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,curve,7,0.1755001755001755,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,defiswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,dodo,2,0.02715354197783081,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,maverick,1,0.05656098599938844,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,pancakeswap,3,-0.05581440650983934,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,shibaswap,1,0.17123287671232876,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,solidly,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,sushiswap,2,0.10638160873298846,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,uniswap,3,0.31659710010970205,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,verse_dex,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-02,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,1inch-LOP,3,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,balancer,2,-0.31810299407621134,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,curve,8,0.049212598425196846,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,defiswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,dodo,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,kyberswap,3,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,maverick,1,-0.11013215859030838,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,pancakeswap,3,-0.0128317924687968,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,shibaswap,1,-0.15772870662460567,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,solidly,1,0.6342494714587738,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,sushiswap,2,0.007055840881160347,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,uniswap,3,0.08657734567551202,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,verse_dex,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-03,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,balancer,2,-0.26852860534642703,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,curve,8,-0.09398496240601503,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,defiswap,1,0.030543677458766037,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,dodo,2,0.05471956224350205,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,kyberswap,3,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,maverick,1,-0.11650362318840579,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,pancakeswap,3,-0.14214825853340873,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,shibaswap,1,0.6182924364742546,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,solidly,1,0.0025777235195618454,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,sushiswap,2,0.2590393697992728,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,swapr,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,uniswap,3,0.357167957743958,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,verse_dex,1,1.082080447472643,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-04,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,1inch-LOP,3,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,balancer,2,0.23149591729267716,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,curve,8,-0.11375717819966627,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,defiswap,1,0.28742701220115646,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,dodo,2,0.3778812606445425,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,maverick,1,-0.10563380281690139,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,pancakeswap,3,0.39644878339267636,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,shibaswap,1,1.566049558403346,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,solidly,1,-0.02065695151763096,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,sushiswap,2,0.6298237050095388,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,swapr,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,uniswap,3,0.6603031399533876,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,verse_dex,1,1.1882317666244944,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-05,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,1inch-LOP,3,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,balancer,2,0.22306684124366777,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,curve,8,0.0902875175315568,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,defiswap,1,0.4807709945227692,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,dodo,2,0.18874839655488362,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,kyberswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,maverick,2,0.05786679111540934,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,pancakeswap,3,0.36527477266193165,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,shibaswap,1,1.1527316720747878,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,solidly,1,0.8816942732154702,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,sushiswap,2,0.4645508792779147,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,swapr,1,-3.225806451612903,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,uniswap,3,0.685628453913635,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,verse_dex,1,1.3458724814468792,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-06,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,balancer,2,0.20421325542461022,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,curve,8,0.014934289127837515,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,defiswap,1,0.49404462840778385,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,dodo,2,0.2659856265459501,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,maverick,2,0.26282051282051283,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,pancakeswap,3,0.23244306818078428,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,shibaswap,1,1.7272947166695929,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,solidly,1,3.224016354724958,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,sushiswap,2,0.7093823892551998,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,swapr,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,uniswap,3,0.8145144871466323,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,verse_dex,1,2.9674966383827144,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-07,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,balancer,2,0.5612414855466663,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,curve,8,-0.0017161930250852286,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,defiswap,1,0.30838274308163866,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,dfx,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,dodo,2,0.49112502644439804,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,maverick,2,0.4648628760648685,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,pancakeswap,4,0.9839946392091736,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,shibaswap,1,1.300478271123273,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,solidly,1,3.5843314658794188,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,sushiswap,2,0.4861487685249417,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,swapr,1,-1.694915254237288,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,uniswap,3,0.7257519087621671,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,verse_dex,1,0.7891736048039953,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-08,xchange,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,balancer,2,0.17890285882172569,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,curve,8,-0.0359809878142917,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,defiswap,1,-1.1676604664643118,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,dodo,2,0.15132037931836387,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,integral,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,maverick,2,-0.031458179126572915,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,pancakeswap,4,0.9435057327891421,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,shibaswap,1,1.0069684608090586,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,solidly,1,0.7811680471474286,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,sushiswap,2,0.5721348969730216,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,uniswap,3,0.5846581287498457,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,valantis,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,verse_dex,1,1.7240430475724593,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-09,xchange,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,balancer,2,0.1730767052466605,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,curve,8,0.07506339213368438,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,defiswap,1,0.03829481206593623,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,dodo,2,0.2195836754660284,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,maverick,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,pancakeswap,3,0.08676179260592147,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,shibaswap,1,1.435747421136861,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,solidly,1,0.6211551862813728,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,sushiswap,2,0.3136005572983492,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,swapr,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,uniswap,3,0.3846859112385357,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,valantis,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,verse_dex,1,1.3029315960912053,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-10,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,1inch-LOP,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,balancer,2,0.05616933677411551,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,curve,8,-0.017161212725699287,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,defiswap,1,0.08244673883537519,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,dodo,2,0.10196118181029211,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,fluid,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,maverick,2,1.0204081632653061,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,pancakeswap,3,0.03118963909404657,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,shibaswap,1,0.32203674652092706,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,solidly,1,1.078542361472325,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,sushiswap,2,0.4351812966991759,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,swapr,1,25.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,uniswap,3,0.21589723055157203,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,valantis,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,verse_dex,1,1.4218009478672986,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-11,xchange,1,1.0594315245478036,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,0x API,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,0x-API,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,1inch-LOP,3,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,airswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,balancer,3,0.008227509271119851,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,bancor,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,carbon_defi,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,clipper,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,curve,8,0.0025599016997747285,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,defiswap,1,0.02148262397970783,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,dodo,2,0.08507018290089324,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,fluid,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,fraxswap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,kyberswap,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,maverick,2,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,origin_arm,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,pancakeswap,3,0.021973253078181525,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,shibaswap,1,0.18676582304488254,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,solidly,1,0.11051180988427248,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,sushiswap,2,0.278839813468929,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,swaap,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,swapr,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,uniswap,3,0.37183738471118893,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,verse_dex,1,0.2478039648634378,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2024-12,xchange,1,0.0,equal_matched_versions_within_project_month
24m,all_projects,02_100_250,,2025-01,0x API,1,0.0,equal_matched_versions_within_project_month
