sample,protocol_version_clusters,month_clusters,candidate_trades,largest_protocol_version_candidate_share,protocol_version_candidate_share_hhi,median_candidate_trades_per_protocol_version,max_candidate_trades_per_protocol_version,min_candidate_trades_per_protocol_version
24m_primary_all_project_versions,59,24,218761436,0.49096141424121936,0.35087899376341936,212400.0,107403424,23
