window,analysis_role,gini,gini_ci_low,gini_ci_high,top_1pct_share,top_1pct_ci_low,top_1pct_ci_high,cr1,cr4,cr10,cr20,hhi,gini_operational_benchmark,gini_ci_low_above_benchmark
revised-24m,primary,0.9974429532509481,0.9950045841613678,0.9982660961469048,0.984853078646614,0.964046541146859,0.9924803120216185,0.31543875635665297,0.5950324719225245,0.7359044264502339,0.8344453559024365,1348.2326246665436,0.9,True
revised-30m,robustness,0.9970764031808377,0.9943998271903672,0.9981070218418707,0.9811079870496554,0.9575037485979985,0.9906688873128697,0.32111938277651453,0.5634414754902429,0.6806971075221513,0.7838808388910361,1302.8126031582074,0.9,True
