window,scenario,gini,top_1pct_share,cr1,cr4,cr10,cr20,hhi,result_n
revised-24m,merge_top_5_into_1,0.9978680737393475,0.9862893583107567,0.6246570282598046,0.694521540614995,0.7860637638120456,0.8569160474624367,3941.907088372528,9796
revised-24m,merge_top_10_into_2,0.9980999016869179,0.987604956755987,0.4937810583590977,0.7634357000696013,0.8197978494711484,0.8758420808424249,3039.540816731116,9792
revised-24m,merge_top_20_into_4,0.9983730705721496,0.989715953717016,0.38630677015252485,0.8344453559024364,0.866952269559557,0.9065647689553065,2220.0435236231046,9784
revised-30m,merge_top_5_into_1,0.9974774143905674,0.9828375647527444,0.5913704912038442,0.6474685266719188,0.7333776015135923,0.8094760405723018,3531.6961923167,10730
revised-30m,merge_top_10_into_2,0.9977270345069498,0.9844887271175102,0.48625538158547904,0.7110382280189864,0.7693715140900435,0.8313023531236942,2761.011218673593,10726
revised-30m,merge_top_20_into_4,0.9980604838488794,0.9871137331594304,0.38567873751226295,0.7838808388910361,0.820666250017018,0.8680345809651554,2058.840677984719,10718
