source,outcome_or_sample,term_or_contrast,df,se,scale,alpha_uncorrected,mde_raw,mde_raw_pct,alpha_corrected,family_size,mde_corrected,mde_corrected_pct,target_power
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs dodo,pairwise log-odds contrast,23.0,0.32998939246627795,log_odds,0.05,0.9656107245263149,162.63911682749048,0.0002631578947368421,190,1.703637432623338,449.38947631646175,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs ekubo,pairwise log-odds contrast,23.0,0.08033423083429178,log_odds,0.05,0.23507299510571952,26.500110425217045,0.0002631578947368421,190,0.41474182472180343,51.39798180702271,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs fluid,pairwise log-odds contrast,23.0,0.21770420952705943,log_odds,0.05,0.6370432634901588,89.08817666783463,0.0002631578947368421,190,1.1239423116543799,207.69606617741036,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs fraxswap,pairwise log-odds contrast,23.0,0.17870678110683197,log_odds,0.05,0.5229294890137047,68.69623557739452,0.0002631578947368421,190,0.9226101465923223,151.58485608671631,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs kyberswap,pairwise log-odds contrast,23.0,0.6048962323994299,log_odds,0.05,1.7700395908639428,487.1085798140415,0.0002631578947368421,190,3.122899971621983,2171.214881976179,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs maverick,pairwise log-odds contrast,23.0,0.15586303185804584,log_odds,0.05,0.4560844031818261,57.78835175357271,0.0002631578947368421,190,0.8046746395421364,123.59688845978958,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs pancakeswap,pairwise log-odds contrast,23.0,0.11039750134649534,log_odds,0.05,0.32304375138960834,38.132578450616734,0.0002631578947368421,190,0.5699495803677832,76.81778983068936,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs shibaswap,pairwise log-odds contrast,23.0,0.10408012613624154,log_odds,0.05,0.3045579291385154,35.602541116323955,0.0002631578947368421,190,0.5373348444707348,71.14395260419397,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs solidly,pairwise log-odds contrast,23.0,0.1063936792779186,log_odds,0.05,0.31132781864517045,36.523669788118845,0.0002631578947368421,190,0.5492790336613832,73.20038511428957,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs sushiswap,pairwise log-odds contrast,23.0,0.09024415870074183,log_odds,0.05,0.2640712988257527,30.222103982204757,0.0002631578947368421,190,0.4659038452391955,59.34537738154463,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs swapr,pairwise log-odds contrast,23.0,0.40611594252873523,log_odds,0.05,1.1883712581668322,228.1731758329947,0.0002631578947368421,190,2.0966562485724904,713.8909871065357,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs uniswap,pairwise log-odds contrast,23.0,0.058963865623841434,log_odds,0.05,0.17253930673461929,18.831852861806038,0.0002631578947368421,190,0.30441296278702096,35.58288473547627,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs verse_dex,pairwise log-odds contrast,23.0,0.11562586483978077,log_odds,0.05,0.3383429215329462,40.26214100280597,0.0002631578947368421,190,0.5969420715262153,81.65554020005936,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",curve vs xchange,pairwise log-odds contrast,23.0,0.6501914815497083,log_odds,0.05,1.9025819675225195,570.317950972696,0.0002631578947368421,190,3.356745918595265,2769.566076837531,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs dodo,pairwise log-odds contrast,23.0,0.3446644862666366,log_odds,0.05,1.0085527956369917,174.16304430564338,0.0002631578947368421,190,1.77940059258038,492.63030837105964,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs ekubo,pairwise log-odds contrast,23.0,0.15624188116025264,log_odds,0.05,0.4571929871470745,57.963370383728986,0.0002631578947368421,190,0.8066305262078833,124.03464659552748,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs fluid,pairwise log-odds contrast,23.0,0.20210902593097413,log_odds,0.05,0.5914088374294008,80.6531732939479,0.0002631578947368421,190,1.0434290007738203,183.8935053743279,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs fraxswap,pairwise log-odds contrast,23.0,0.20633291854067598,log_odds,0.05,0.6037687377664771,82.89988447266869,0.0002631578947368421,190,1.0652357064605933,190.15228111373818,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs kyberswap,pairwise log-odds contrast,23.0,0.613678284518008,log_odds,0.05,1.7957375190478455,502.3915836574668,0.0002631578947368421,190,3.1682391039275393,2276.5598739662382,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs maverick,pairwise log-odds contrast,23.0,0.2333177672413642,log_odds,0.05,0.6827314556598024,97.92766618456169,0.0002631578947368421,190,1.2045504826616729,233.52594840800035,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs pancakeswap,pairwise log-odds contrast,23.0,0.1768165130672306,log_odds,0.05,0.5173982109395013,67.76570567064513,0.0002631578947368421,190,0.9128512529324737,149.14160732258154,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs shibaswap,pairwise log-odds contrast,23.0,0.15679712624515463,log_odds,0.05,0.45881773818744825,58.2202301441772,0.0002631578947368421,190,0.8094970920203459,124.67777800312345,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs solidly,pairwise log-odds contrast,23.0,0.1777282169759041,log_odds,0.05,0.520066027214528,68.21387129659138,0.0002631578947368421,190,0.9175581100065051,150.31704539885246,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs sushiswap,pairwise log-odds contrast,23.0,0.143874783268136,log_odds,0.05,0.4210045440379071,52.34912011947945,0.0002631578947368421,190,0.742782865092291,110.1776343623645,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs swapr,pairwise log-odds contrast,23.0,0.39322326646013867,log_odds,0.05,1.1506448749439144,216.0230205995342,0.0002631578947368421,190,2.0300951831000824,661.4811125616129,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs uniswap,pairwise log-odds contrast,23.0,0.15680882070262125,log_odds,0.05,0.4588519583587783,58.2256445602012,0.0002631578947368421,190,0.8095574670382987,124.69134333750351,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs verse_dex,pairwise log-odds contrast,23.0,0.1697822115477914,log_odds,0.05,0.4968145281248595,64.34776715651516,0.0002631578947368421,190,0.8765352389802966,140.2560969299571,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",defiswap vs xchange,pairwise log-odds contrast,23.0,0.6468409019016438,log_odds,0.05,1.8927775443640347,563.777982826923,0.0002631578947368421,190,3.339447868901101,2720.355034846203,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs ekubo,pairwise log-odds contrast,23.0,0.34773101245158905,log_odds,0.05,1.0175260251977978,176.63424297427562,0.0002631578947368421,190,1.795232158430905,502.08723558435213,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs fluid,pairwise log-odds contrast,23.0,0.40723697706903383,log_odds,0.05,1.1916516150491747,229.25146859454384,0.0002631578947368421,190,2.1024438176571896,718.6150947850708,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs fraxswap,pairwise log-odds contrast,23.0,0.3100404818335201,log_odds,0.05,0.9072364782948198,147.74665318589558,0.0002631578947368421,190,1.6006471193892635,395.6238665010938,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs kyberswap,pairwise log-odds contrast,23.0,0.7222351428466238,log_odds,0.05,2.1133952044648314,727.6293344555489,0.0002631578947368421,190,3.728685989914997,4062.437736185579,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs maverick,pairwise log-odds contrast,23.0,0.35280678770408347,log_odds,0.05,1.0323786935895394,180.77366428028049,0.0002631578947368421,190,1.821436881725507,518.0733054854562,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs pancakeswap,pairwise log-odds contrast,23.0,0.26719150533358227,log_odds,0.05,0.7818523532655759,118.55168676324548,0.0002631578947368421,190,1.3794305530950857,297.26387764135524,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs shibaswap,pairwise log-odds contrast,23.0,0.2712304070672531,log_odds,0.05,0.7936709356757333,121.14998172184023,0.0002631578947368421,190,1.4002822057156228,305.6344528946699,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs solidly,pairwise log-odds contrast,23.0,0.3120593994946392,log_odds,0.05,0.9131442092401755,149.21460562009145,0.0002631578947368421,190,1.6110701929164475,400.8168066886272,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs sushiswap,pairwise log-odds contrast,23.0,0.29975133113286373,log_odds,0.05,0.8771284975849958,140.39867321491445,0.0002631578947368421,190,1.5475272837711165,369.98344456748254,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs swapr,pairwise log-odds contrast,23.0,0.42653784506072856,log_odds,0.05,1.248129567222597,248.3820607300138,0.0002631578947368421,190,2.2020884787992383,804.388174489764,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs uniswap,pairwise log-odds contrast,23.0,0.31521090003720525,log_odds,0.05,0.9223660896755088,151.52346255448566,0.0002631578947368421,190,1.6273404561910374,409.0318774431225,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs verse_dex,pairwise log-odds contrast,23.0,0.3211523165635833,log_odds,0.05,0.9397517864516098,155.93460751112744,0.0002631578947368421,190,1.6580142288280744,424.88774192138254,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",dodo vs xchange,pairwise log-odds contrast,23.0,0.7418189854099402,log_odds,0.05,2.1707011931975018,776.4427443536404,0.0002631578947368421,190,3.8297915649036764,4505.293818514905,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs fluid,pairwise log-odds contrast,23.0,0.22556205384564681,log_odds,0.05,0.6600367866727609,93.48635102836514,0.0002631578947368421,190,1.1645100330008777,220.43524715446753,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs fraxswap,pairwise log-odds contrast,23.0,0.18099716836051444,log_odds,0.05,0.5296315907962648,69.8306521599459,0.0002631578947368421,190,0.9344347371690499,154.57740195176416,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs kyberswap,pairwise log-odds contrast,23.0,0.6161687478981714,log_odds,0.05,1.8030250810235584,506.7975846600241,0.0002631578947368421,190,3.1810966282476816,2307.3138365796567,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs maverick,pairwise log-odds contrast,23.0,0.16729463981600415,log_odds,0.05,0.489535427653508,63.155806710091845,0.0002631578947368421,190,0.8636926433837078,137.190313483069,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs pancakeswap,pairwise log-odds contrast,23.0,0.126678485756434,log_odds,0.05,0.3706849589889983,44.872659319484434,0.0002631578947368421,190,0.6540034775958978,92.32250252972972,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs shibaswap,pairwise log-odds contrast,23.0,0.1333998674252415,log_odds,0.05,0.39035297975332733,47.75022302217577,0.0002631578947368421,190,0.6887039791009543,99.11333099143874,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs solidly,pairwise log-odds contrast,23.0,0.1323736901895323,log_odds,0.05,0.38735019309809626,47.307226069711135,0.0002631578947368421,190,0.6834061301664957,98.06124799215873,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs sushiswap,pairwise log-odds contrast,23.0,0.11229951700160667,log_odds,0.05,0.32860940518552584,38.9035199669103,0.0002631578947368421,190,0.5797691234848075,78.5626124018984,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs swapr,pairwise log-odds contrast,23.0,0.4432310442175852,log_odds,0.05,1.296976992323274,265.8221104815107,0.0002631578947368421,190,2.288270518595452,885.7873920064583,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs uniswap,pairwise log-odds contrast,23.0,0.08004487551001013,log_odds,0.05,0.23422628726994052,26.393047122558016,0.0002631578947368421,190,0.4132479689402863,51.17198390275638,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs verse_dex,pairwise log-odds contrast,23.0,0.12128550659560333,log_odds,0.05,0.3549040925922786,42.60438795509453,0.0002631578947368421,190,0.6261611245339349,87.04164835305134,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",ekubo vs xchange,pairwise log-odds contrast,23.0,0.6657213417107479,log_odds,0.05,1.9480252449861315,601.482134026854,0.0002631578947368421,190,3.4369219839409313,3009.111179424535,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs fraxswap,pairwise log-odds contrast,23.0,0.2564661898881403,log_odds,0.05,0.7504680728781242,111.79911588487433,0.0002631578947368421,190,1.3240589281680344,275.86465337393594,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs kyberswap,pairwise log-odds contrast,23.0,0.7263442915753013,log_odds,0.05,2.1254193427300945,737.6409338101653,0.0002631578947368421,190,3.749900306951285,4151.684315505874,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs maverick,pairwise log-odds contrast,23.0,0.3376691900982291,log_odds,0.05,0.9880832497798703,168.6080988630288,0.0002631578947368421,190,1.7432859516953598,471.60954101404286,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs pancakeswap,pairwise log-odds contrast,23.0,0.2658176804512448,log_odds,0.05,0.7778322845291491,117.67485759761908,0.0002631578947368421,190,1.3723379023952342,294.45619245692353,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs shibaswap,pairwise log-odds contrast,23.0,0.25399726616910334,log_odds,0.05,0.7432435399823187,110.27448022647685,0.0002631578947368421,190,1.3113126067344665,271.1041654932219,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs solidly,pairwise log-odds contrast,23.0,0.26229763448194543,log_odds,0.05,0.7675319711967185,115.4442460801773,0.0002631578947368421,190,1.3541649483101537,287.35250121237164,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs sushiswap,pairwise log-odds contrast,23.0,0.25068067809790867,log_odds,0.05,0.7335385825397583,108.24364586483777,0.0002631578947368421,190,1.2941900454774204,264.8040030691577,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs swapr,pairwise log-odds contrast,23.0,0.4289298432113372,log_odds,0.05,1.2551290015074759,250.8290919969761,0.0002631578947368421,190,2.2144376563218433,815.6258699398484,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs uniswap,pairwise log-odds contrast,23.0,0.2392660316207614,log_odds,0.05,0.7001371905355099,101.40289942343301,0.0002631578947368421,190,1.2352596087343137,243.9271269678678,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs verse_dex,pairwise log-odds contrast,23.0,0.23899480386777364,log_odds,0.05,0.6993435273661675,101.24311677515065,0.0002631578947368421,190,1.233859340230824,243.4458736650349,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fluid vs xchange,pairwise log-odds contrast,23.0,0.7304234821014964,log_odds,0.05,2.137355817687794,747.6993252832235,0.0002631578947368421,190,3.770959958667025,4242.172789927686,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs kyberswap,pairwise log-odds contrast,23.0,0.6133221948099263,log_odds,0.05,1.7946955339147863,501.76422748767857,0.0002631578947368421,190,3.166400718300881,2272.1948539774066,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs maverick,pairwise log-odds contrast,23.0,0.22060048410833066,log_odds,0.05,0.6455183049936043,90.69751679234169,0.0002631578947368421,190,1.1388949189334558,212.33149411745092,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs pancakeswap,pairwise log-odds contrast,23.0,0.16947830115003673,log_odds,0.05,0.4959252294199111,64.20167786815712,0.0002631578947368421,190,0.8749662396682013,139.87943085082856,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs shibaswap,pairwise log-odds contrast,23.0,0.1591585596151285,log_odds,0.05,0.46572773420355995,59.31731737302134,0.0002631578947368421,190,0.8216884726391775,127.43367527369394,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs solidly,pairwise log-odds contrast,23.0,0.16440583098525108,log_odds,0.05,0.4810822323333992,61.782431690046835,0.0002631578947368421,190,0.8487785795618935,133.67909039547663,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs sushiswap,pairwise log-odds contrast,23.0,0.14021863341348642,log_odds,0.05,0.4103059652631796,50.727888955041244,0.0002631578947368421,190,0.7239072469849668,106.24760911400062,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs swapr,pairwise log-odds contrast,23.0,0.4181054452274634,log_odds,0.05,1.2234547870678778,239.89099832788932,0.0002631578947368421,190,2.158554497614478,765.8612563001551,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs uniswap,pairwise log-odds contrast,23.0,0.17577517096751752,log_odds,0.05,0.5143510490538766,67.25527448479237,0.0002631578947368421,190,0.907475112299653,147.8057810166043,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs verse_dex,pairwise log-odds contrast,23.0,0.10314238289632173,log_odds,0.05,0.3018139169066339,35.23095613485098,0.0002631578947368421,190,0.5324935540468915,70.31739743656728,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",fraxswap vs xchange,pairwise log-odds contrast,23.0,0.6725900456101354,log_odds,0.05,1.9681243581705712,615.7239473033081,0.0002631578947368421,190,3.472383066459813,3121.3417762703516,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs maverick,pairwise log-odds contrast,23.0,0.48924988597905644,log_odds,0.05,1.4316367363927658,318.5544221191245,0.0002631578947368421,190,2.525852159765401,1150.154403856867,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs pancakeswap,pairwise log-odds contrast,23.0,0.6280623445861396,log_odds,0.05,1.8378279709869574,528.2876839115235,0.0002631578947368421,190,3.242499742980281,2459.7629332039664,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs shibaswap,pairwise log-odds contrast,23.0,0.606686856466235,log_odds,0.05,1.775279292023969,490.1929267923857,0.0002631578947368421,190,3.1321444329822894,2192.30838902818,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs solidly,pairwise log-odds contrast,23.0,0.5786427633935455,log_odds,0.05,1.6932170268456408,443.69433939579295,0.0002631578947368421,190,2.987361092022355,1883.3275184839706,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs sushiswap,pairwise log-odds contrast,23.0,0.5799709216418586,log_odds,0.05,1.6971034664637576,445.81148603299664,0.0002631578947368421,190,2.9942179794251973,1896.97370367209,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs swapr,pairwise log-odds contrast,23.0,0.787177865604221,log_odds,0.05,2.303429766200277,900.845030043107,0.0002631578947368421,190,4.063966020098477,5720.469491337105,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs uniswap,pairwise log-odds contrast,23.0,0.6089354813013789,log_odds,0.05,1.7818591891534594,494.0891398204754,0.0002631578947368421,190,3.143753416569448,2219.0748244424663,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs verse_dex,pairwise log-odds contrast,23.0,0.5979634411175786,log_odds,0.05,1.7497529460035561,475.31811540202506,0.0002631578947368421,190,3.0871080249413527,2091.3612628728724,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",kyberswap vs xchange,pairwise log-odds contrast,23.0,0.775783319576229,log_odds,0.05,2.2700871918723395,868.0244815947462,0.0002631578947368421,190,4.005139356017085,5387.947165080142,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs pancakeswap,pairwise log-odds contrast,23.0,0.17592987406684435,log_odds,0.05,0.5148037392773743,67.33100645264749,0.0002631578947368421,190,0.9082737985513119,148.00377914565038,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs shibaswap,pairwise log-odds contrast,23.0,0.16776851802757503,log_odds,0.05,0.4909220839935567,63.38220467569254,0.0002631578947368421,190,0.8661391361442873,137.77130827787767,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs solidly,pairwise log-odds contrast,23.0,0.15636802387613513,log_odds,0.05,0.4575621043431355,58.02168814246702,0.0002631578947368421,190,0.807281763664409,124.18059386695674,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs sushiswap,pairwise log-odds contrast,23.0,0.14611262182566293,log_odds,0.05,0.42755287850028634,53.35002667187909,0.0002631578947368421,190,0.7543361623248992,112.61996033628093,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs swapr,pairwise log-odds contrast,23.0,0.47964096184996674,log_odds,0.05,1.4035192259453446,306.9496272992396,0.0002631578947368421,190,2.4762441323339504,1089.6498728556912,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs uniswap,pairwise log-odds contrast,23.0,0.15334370316543433,log_odds,0.05,0.4487123758993396,56.62940884767779,0.0002631578947368421,190,0.7916680921687883,120.70749617945025,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs verse_dex,pairwise log-odds contrast,23.0,0.16671542082325,log_odds,0.05,0.4878405244717038,62.879507630407346,0.0002631578947368421,190,0.8607023073902768,136.4820941859429,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",maverick vs xchange,pairwise log-odds contrast,23.0,0.649077980657934,log_odds,0.05,1.8993236555057877,568.1374003243695,0.0002631578947368421,190,3.3509972435051103,2753.1171987391335,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs shibaswap,pairwise log-odds contrast,23.0,0.07709630295891397,log_odds,0.05,0.22559821211848446,25.307209493831984,0.0002631578947368421,190,0.3980253627428266,48.88817915543846,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs solidly,pairwise log-odds contrast,23.0,0.13269953552793798,log_odds,0.05,0.3883036775448231,47.4477482008462,0.0002631578947368421,190,0.6850883730761991,98.39471553034029,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs sushiswap,pairwise log-odds contrast,23.0,0.08812614801185757,log_odds,0.05,0.257873603134498,29.41752285935174,0.0002631578947368421,190,0.45496918377837803,57.61248120740955,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs swapr,pairwise log-odds contrast,23.0,0.38143434315698543,log_odds,0.05,1.1161482788955845,205.30719452287985,0.0002631578947368421,190,1.9692324660306848,616.5174862171413,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs uniswap,pairwise log-odds contrast,23.0,0.06999818917120623,log_odds,0.05,0.20482780266352263,22.73137066147264,0.0002631578947368421,190,0.3613799049619542,43.53086381877996,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs verse_dex,pairwise log-odds contrast,23.0,0.12691208729183448,log_odds,0.05,0.3713685208034029,44.971722591424104,0.0002631578947368421,190,0.6552094930894631,92.55458636776407,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",pancakeswap vs xchange,pairwise log-odds contrast,23.0,0.6668232515257543,log_odds,0.05,1.9512496393428067,603.747639539896,0.0002631578947368421,190,3.442610817737041,3026.8488015333537,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",shibaswap vs solidly,pairwise log-odds contrast,23.0,0.10842968356955525,log_odds,0.05,0.3172855482694245,37.33946864149301,0.0002631578947368421,190,0.5597903203978756,75.03054584647262,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",shibaswap vs sushiswap,pairwise log-odds contrast,23.0,0.05640616671919494,log_odds,0.05,0.165055001030192,17.94579883318527,0.0002631578947368421,190,0.29120832138091646,33.80432979455391,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",shibaswap vs swapr,pairwise log-odds contrast,23.0,0.36992491238842506,log_odds,0.05,1.0824695303144443,195.19605130610938,0.0002631578947368421,190,1.9098126860827278,575.1823969478488,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",shibaswap vs uniswap,pairwise log-odds contrast,23.0,0.08784695453509767,log_odds,0.05,0.2570566307665007,29.311835496946724,0.0002631578947368421,190,0.4535277906038958,57.385463303117476,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",shibaswap vs verse_dex,pairwise log-odds contrast,23.0,0.11785575239842483,log_odds,0.05,0.34486798988445255,41.18035350178122,0.0002631578947368421,190,0.6084543201080702,83.75888783553255,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",shibaswap vs xchange,pairwise log-odds contrast,23.0,0.653549398185075,log_odds,0.05,1.912407860079071,576.9368883677537,0.0002631578947368421,190,3.3740818469803684,2819.7463731173725,0.8
"m11_h4 (grouped-binomial protocol incidence, CR1, month-clustered, 24m)",solidly vs sushiswap,pairwise log-odds contrast,23.0,0.09560286581140358,log_odds,0.05,0.2797518787891804,32.28015564916313,0.0002631578947368421,190,0.4935692618635227,63.81527939225977,0.8
