x,y
1.7260612016143342,1024.4400000000005
1.7200150290877887,1036.236670005201
1.7161561124111193,1048.16918146838
1.714440201483974,1060.2390986362022
1.714750813228813,1072.4480037680034
1.716907170716824,1084.7974973432126
1.7206753671226225,1097.2891982711587
1.7257818520633952,1109.9247441032983
1.731928205766276,1122.705791247878
1.7388061344075811,1135.6340151870827
1.7461116848797174,1148.7111106966713
1.753557825577058,1161.9387920681484
1.7608847497599314,1175.3187933334925
1.7678675029624058,1188.852868492473
1.7743207878293938,1202.5427917425818
1.7801010330341964,1216.3903577116184
1.7851060069621265,1230.3973816929465
1.7892723980098042,1244.5656998834647
1.7925718656575511,1258.897169624315
1.7950060912210135,1273.393669644364
1.796601331698172,1288.057100306489
1.7974029159006064,1302.889383856693
1.7974700326963857,1317.8924646761031
1.7968710604123759,1333.0683095358552
1.7956795864369532,1348.4189078549223
1.7939711763695518,1363.9462719609094
1.7918208790128711,1379.652437353852
1.7893014001946657,1395.5394629730529
1.7864818450980995,1411.609431466989
1.783426913560712,1427.86444946633
1.780196432371452,1444.3066478600977
1.776845119022357,1460.9381820750082
1.773422488728196,1477.7612323580277
1.7699728373366792,1494.7780040621842
1.7665352542364958,1511.9907279356717
1.7631436395239377,1529.4016604142746
1.7598267172112532,1547.0130839171768
1.7566080504140782,1564.827307146159
1.7535060748973301,1582.846665388252
1.750534173985399,1601.0735208218716
1.7477008206836253,1619.5102628264792
1.7450098120281337,1638.1593082958082
1.742460616381376,1657.0231019546982
1.74004884694976,1676.1041166795756
1.737766864728104,1695.4048538226264
1.7356045021109852,1714.9278435397018
1.7335498855325226,1734.6756451219985
1.731590322894508,1754.6508473315612
1.7297132105414754,1774.8560687406393
1.7279069064739643,1795.2939580749692
1.726161512550271,1815.9671945609914
1.724469509503976,1836.878488277076
1.7228261951467005,1858.0305805087894
1.7212298880318961,1879.426244108252
1.7196818754313707,1901.0682838576354
1.7181861044581943,1922.959536836845
1.7167486368216631,1945.1028727954345
1.7153769089746245,1967.501194528806
1.7140788581592759,1990.1574382587407
1.7128619890509578,2013.0745740183104
1.7117324636729851,2036.2556060412262
1.7106942978959467,2059.7035731556575
1.7097487407275553,2083.4215491826085
1.7088938981012647,2107.4126433388606
1.7081246421047647,2131.680000644565
1.7074328213493881,2156.2268023355273
1.7068077607766572,2181.0562662802395
1.7062370122276824,2206.1716474017135
1.7057072931970894,2231.576238104173
1.7052055327519444,2257.273368704659
1.704719932526079,2283.266407869604
1.7042409482121537,2309.558763056435
1.7037621034383585,2336.1538809602616
1.7032805628055823,2363.0552479657076
1.7027974127822028,2390.266390603938
1.7023176259807975,2417.790876014969
1.7018497134251958,2445.6323124152786
1.7014050978613682,2473.7943495708155
1.700997266136719,2502.280679275451
1.700640777702417,2531.0950358349387
1.7003502175524265,2560.2411965564506
1.7001391844064313,2589.7229822437494
1.700019398615884,2619.5442576980595
1.7,2649.70893222471
1.7000870852981973,2680.22096014561
1.7002835104669134,2711.084341317626
1.7005889573020445,2742.3031216569266
1.7010002395200137,2773.881393669361
1.7015118029063485,2805.823296986962
1.7021163593499593,2838.133018910607
1.7028055867320633,2870.8147949589375
1.70357082614034,2903.872909423599
1.7044037143390611,2937.311695930873
1.7052967017341532,2971.135538009777
1.7062434225564713,3005.3488696667073
1.707238902619609,3039.956175966696
1.708279608639668,3074.961993621366
1.7093633596922042,3110.3709115836527
1.7104891342051975,3146.1875716493737
1.7116568137174808,3182.416669065732
1.712866906849921,3219.0629531468085
1.7141202935851292,3256.131227896173
1.7154180217222499,3293.6263526366356
1.7167611755233154,3331.553242647263
1.7181508227729871,3369.9168698077265
1.7195880326331618,3408.7222632500757
1.7210739446802454,3447.9745100180085
1.7226098610141236,3487.6787557337416
1.724197329510302,3527.8402052725523
1.7258381877061564,3568.4641234450946
1.7275345433002058,3609.5558356875713
1.7292886779068937,3651.120728759833
1.7311028740313068,3693.164251451578
1.732979179259937,3735.6919152965797
1.7349191342892296,3778.7092952952653
1.7369235006504522,3822.222030645488
1.7389920282821492,3866.23582548182
1.7411233015658967,3910.756449623296
1.7433146950184066,3955.789739329785
1.745562457326889,4001.341598067077
1.7478619264016069,4047.4179972807733
1.750207860741915,4094.024977179089
1.7525948560800753,4141.168647524673
1.7550178033144141,4188.855188435543
1.7574723360857791,4237.090851195242
1.7599552152008513,4285.881959072335
1.7624646027844775,4335.234908149308
1.7650001909242958,4385.156168161087
1.7675631661604985,4435.652283343105
1.7701560103182747,4486.729873289235
1.772782157372421,4538.395633819542
1.7754455427665925,4590.656337858053
1.778150093732669,4643.518836320622
1.7808992151718455,4696.990059013026
1.7836953249254501,4751.077015539406
1.786539485064059,4805.786796221155
1.7894311633060136,4861.126573026406
1.7923681426666178,4917.103600510205
1.7953465801616864,4973.725216765532
1.7983611991402058,5030.99884438523
1.8014055866431353,5088.931991435094
1.8044725585907644,5147.53225243805
1.8075545523831569,5206.807309369777
1.8106440086556164,5266.764932665725
1.8137337107097782,5327.412982239755
1.8168170601822649,5388.759408514504
1.8198882790817843,5450.812253463613
1.822942539581311,5513.579651665961
1.8259760322203364,5577.069831372037
1.8289859891806581,5641.291115582586
1.8319706813433647,5706.251923139687
1.8349294058559535,5771.960769830393
1.8378624755062156,5838.426269503039
1.8407712134044756,5905.6571351965185
1.8436579477535178,5973.662180282391
1.8465259933962135,6042.45031962031
1.8493796008269618,6112.030570726651
1.8522238505680089,6182.41205495663
1.8550644718965048,6253.603998700038
1.8579075699388579,6325.615734590736
1.8607592536160626,6398.456702730081
1.8636251678049265,6472.136451924441
1.866509944986315,6546.664640936957
1.8694166030254744,6622.051039753724
1.8723459250703078,6698.305530864552
1.8752958636345025,6775.438110558444
1.8782610129810808,6853.458890234096
1.881232191733917,6932.37809772531
1.8841961716139521,7012.206078641855
1.8871355792529705,7092.953297725646
1.8900289874984815,7174.630340222589
1.8928512019785884,7257.247913270211
1.8955737393566947,7340.81684730127
1.8981654867544375,7425.348097463534
1.9005935278028736,7510.852745055898
1.9028241195785671,7597.341998981046
1.9048238054924678,7684.827197214842
1.9065606506462618,7773.319808292643
1.9080055865169878,7862.831432812682
1.9091338492984486,7953.373804956895
1.9099264893654242,8044.958794029054
1.91037191737145,8137.598406010816
1.9104674356661302,8231.304785135562
1.910220683401686,8326.090215480406
1.909650902417266,8421.967122576529
1.9087899122111345,8518.948075038054
1.9076826700391372,8617.045786209681
1.9063872903882104,8716.273115833299
1.9049744100574058,8816.643071733777
1.903525812791319,8918.168811524181
1.902132270930487,9020.863644330622
1.9008906187448391,9124.74103253693
1.8999001386385714,9229.814593549543
1.8992584109665702,9336.098101582505
1.899056843196987,9443.605489463247
1.8993761466099421,9552.350850459008
1.9002820613139901,9662.34844012435
1.901821637477944,9773.612678169926
1.904020359312856,9886.158150352792
1.906880348691704,9999.999610388457
2.093119651308296,9999.999610388457
2.095979640687144,9886.158150352792
2.098178362522056,9773.612678169926
2.09971793868601,9662.34844012435
2.100623853390058,9552.350850459008
2.1009431568030132,9443.605489463247
2.10074158903343,9336.098101582505
2.1000998613614286,9229.814593549543
2.0991093812551607,9124.74103253693
2.0978677290695127,9020.863644330622
2.096474187208681,8918.168811524181
2.095025589942594,8816.643071733777
2.0936127096117896,8716.273115833299
2.092317329960863,8617.045786209681
2.0912100877888653,8518.948075038054
2.090349097582734,8421.967122576529
2.089779316598314,8326.090215480406
2.0895325643338696,8231.304785135562
2.08962808262855,8137.598406010816
2.090073510634576,8044.958794029054
2.0908661507015514,7953.373804956895
2.091994413483012,7862.831432812682
2.093439349353738,7773.319808292643
2.0951761945075322,7684.827197214842
2.097175880421433,7597.341998981046
2.0994064721971264,7510.852745055898
2.1018345132455627,7425.348097463534
2.1044262606433053,7340.81684730127
2.1071487980214116,7257.247913270211
2.1099710125015188,7174.630340222589
2.1128644207470293,7092.953297725646
2.115803828386048,7012.206078641855
2.118767808266083,6932.37809772531
