days_since_start,volume_millions,ma7,ci_upper,ci_lower
140,341.73828428730116,292.4403766622819,487.1967587027142,97.68399462184956
141,427.274068428769,290.8167818839978,487.07015939049325,94.56340437750234
142,248.9111292668433,290.71880690442157,487.2212089306115,94.2164048782316
143,402.8344838587419,292.6135639443146,484.9426304834484,100.28449740518082
144,245.72604919789316,282.26249819070847,470.18194409236355,94.34305228905339
145,179.05683950342558,251.10410918029817,395.7410102530595,106.4672081075368
146,202.75409306722784,248.2177084942073,393.82200394421915,102.61341304419545
147,269.2808240120586,220.4186621372662,279.18830769989455,161.64901657463787
148,209.1653453558967,216.76876588981128,271.3960006632514,162.14153111637114
149,228.7063244642073,219.5445755665082,267.01036270527413,172.07878842774224
150,208.2411593601544,216.682229644329,270.57211496959053,162.79234431906747
151,220.1767754657086,210.9410044416979,243.8594940260643,178.02251485733152
152,198.48750724030393,223.8309072021377,296.9501680983825,150.71164630589288
153,182.7176716119733,226.81753889959938,302.4271717615315,151.20790603766727
154,229.09224759364128,226.16106752720216,302.5660212599632,149.75611379444115
155,299.39466467897495,234.17014876131,318.62749503371805,149.71280248890196
156,249.61274634643934,246.5486837719437,331.95513025157715,161.14223729231026
157,203.64585975337377,253.79820737027617,321.32321299059936,186.27320174995302
158,276.2403441044636,260.0763476298689,325.10866382806984,195.04403143166797
159,285.13725231473984,270.70614560332353,375.65405311314305,165.75823809350405
160,233.4643368003004,269.45257977064216,375.7227052807339,163.1824542605504
161,273.0392294107904,275.61940825119024,368.7770956307047,182.4617208716758
162,373.80325049315763,264.11183372882857,374.4538123064006,153.76985515125654
163,240.83778551766946,243.71708876670897,383.420016936421,104.01416059699696
164,246.81365911721034,238.87756592686034,382.3749275153069,95.38020433841379
165,195.68732244793216,242.02879385734803,389.7565344074627,94.30105330723333
166,142.37403757990242,224.6487261311425,321.6911998004413,127.60625246184365
167,199.58767692135996,214.76192420071402,317.77215764605444,111.75169075537357
168,295.0978249242042,196.65519551858077,315.9253274889972,77.38506354816435
169,252.14277640971906,188.7658415501926,315.1286922412314,62.40299085915379
170,171.63017200467002,189.34184842500778,314.7889019500231,63.89479489999246
171,120.06655834227756,174.1159119321094,317.54799949409187,30.683824370126956
172,140.46184466921494,161.15688365438902,266.20621646137266,56.10755084740539
173,146.40608570360874,148.73406025613662,219.8231971531765,77.64492335909674
174,93.00612147107152,147.52716705850494,217.1341967232733,77.9201373937366
175,204.38462698016113,172.16488886111088,295.06321446286717,49.2665632593546
176,165.18301262195223,179.62042668017938,299.95350558198425,59.28734777837448
177,163.1819196212484,174.48314478418524,303.78607625646305,45.180213311907465
178,292.5306109605191,182.51420372261165,294.71172691877126,70.31668052645203
179,192.6506094026945,174.9105183905642,287.3933850875951,62.42765169353329
180,110.44511243164963,178.7667550507799,291.53217029569856,66.00133980586122
181,149.2235340400566,188.1175779032184,305.42509885105125,70.81005695538556
182,151.1588296558287,202.71510003227027,384.7961385021838,20.634061562356777
183,192.1766692434624,230.26718700924766,456.27927113984396,10.0
184,228.6376795883178,235.58934091231774,450.36105238929184,20.817629435343633
185,394.71326586388216,239.69029082322865,448.02739019069696,31.35319145576034
186,385.5152182415363,245.56669553617127,444.738994822427,46.3943962499155
187,147.70018975314028,242.51670946316204,445.9359853794614,39.0974335468627
188,177.93018341643267,238.6541209828059,444.2292753567551,33.07896660885669
189,192.2936626464273,204.64083392927733,365.2379038656386,44.04376399291607
190,170.82676673239777,177.51863834673875,217.51199230818162,137.5252843852959
191,201.59956022582483,182.19335616892866,212.81428386992917,151.57242846792815
192,156.62025648918222,177.96039289699365,217.72514318047308,138.19564261351422
193,195.65984916376635,210.40620895379723,394.957178623883,25.855239283711455
194,180.4232145084694,222.96517419454494,406.934956561902,38.99539182718783
195,148.29944051288788,231.49540976497505,416.3411375047544,46.649682025195716
196,419.4143750440521,241.62844664790396,415.2031890698944,68.05370422591352
197,258.73952341763186,245.81435253036253,415.73954221157476,75.88916284915027
198,261.3112092188356,246.77388457623132,415.1095622535589,78.43820689890376
199,227.55151466968456,247.3806660481426,414.1475575220869,80.61377457419829
200,224.96119034097612,222.15786159764698,299.7717707266546,144.54395246863936
