avg_tx_size,max_tx,min_tx,pct_of_victims,pct_of_volume,total_volume,unique_victims,victim_count,victim_tier
418.83003438024576,1024.43931,1.2390000000000001e-23,50.75672936915511,2.90502682439658,798024507.2869513,225280,1905366,Retail
3329.753271477596,9999.999610388455,1024.44,40.54326706124108,18.448008767496223,5067754618.811314,149243,1521961,Small
66152.1302103411,21005460,10000.000422095753,8.700003569603812,78.6469644081067,21604690357.52551,38606,326591,Institutional
