max_value,mean_value,min_value,p25,p50_median,p75,p90,p95,total_victims
21005460,7317.812878071366,1.2390000000000001e-23,370.6768940758713,1024.4357425137512,3182.881934491786,8928.305186216461,17351.61437077226,3753918
