victim_tier,pctile_in_tier,trades_in_bin,lower_edge_usd,upper_edge_usd,mean_usd,volume_usd,cutoff_p50,cutoff_p90
Retail,1,21431,1.2390000000000001e-23,2.9862327595845057,1.346114933876668,28848.589147910872,893.9016,8154.581725437702
Retail,2,21432,2.986298635295408,7.869029337336489,5.332023973040923,114275.93779021305,893.9016,8154.581725437702
Retail,3,21432,7.869435257817001,12.506226349744528,10.179701103270915,218171.35404530226,893.9016,8154.581725437702
Retail,4,21432,12.506229999999999,17.994451339808002,15.254775937382004,326940.3578899711,893.9016,8154.581725437702
Retail,5,21432,17.994477013869176,22.374927287332408,20.048224000690425,429673.5367827972,893.9016,8154.581725437702
Retail,6,21432,22.37505632821004,26.364334646364,24.396869391786883,522873.70480477647,893.9016,8154.581725437702
Retail,7,21432,26.36435682,31.55980606238791,29.040379018648714,622393.4031276793,893.9016,8154.581725437702
Retail,8,21432,31.560132884120353,37.30887551107822,34.41323335492997,737544.4172628592,893.9016,8154.581725437702
Retail,9,21432,37.309932,43.198826263108266,40.109081059051434,859617.8252575903,893.9016,8154.581725437702
Retail,10,21432,43.199141617340004,47.8717526,45.68987604724021,979225.4234444522,893.9016,8154.581725437702
Retail,11,21432,47.871849785837405,50.37357030725345,49.37622982195114,1.0582313575440568e+06,893.9016,8154.581725437702
Retail,12,21432,50.373797235405355,55.658244678399996,52.909817825774546,1.133963215642e+06,893.9016,8154.581725437702
Retail,13,21432,55.65852839290838,61.590527852832345,58.70592818110901,1.2581854527775282e+06,893.9016,8154.581725437702
Retail,14,21432,61.59062272170171,67.84262277369092,64.65166747534607,1.385614537331617e+06,893.9016,8154.581725437702
Retail,15,21432,67.8426606,73.37261693483588,70.46385305831949,1.5101812987459032e+06,893.9016,8154.581725437702
Retail,16,21432,73.37273809979088,78.8664192,76.03951180840673,1.6296788170777732e+06,893.9016,8154.581725437702
Retail,17,21432,78.86692610231052,84.71769651208999,81.49191740692278,1.746534773865169e+06,893.9016,8154.581725437702
Retail,18,21432,84.71817063848665,90.516132,87.817545939174,1.882105644568377e+06,893.9016,8154.581725437702
Retail,19,21432,90.51639218429015,95.3929875726351,93.06527945172351,1.9945750692093382e+06,893.9016,8154.581725437702
Retail,20,21432,95.39312136472341,99.05346,97.55440703646441,2.0907860516055054e+06,893.9016,8154.581725437702
Retail,21,21432,99.053464578197,100.1182717875806,99.58673621861952,2.1343429306374537e+06,893.9016,8154.581725437702
Retail,22,21432,100.11830205,104.09164785542875,101.91791680975828,2.1843047930667396e+06,893.9016,8154.581725437702
Retail,23,21432,104.09203260000001,109.36953135704415,106.63335009861325,2.2853659593134793e+06,893.9016,8154.581725437702
Retail,24,21432,109.37009568894223,114.73588425,112.19971274657236,2.404664243584539e+06,893.9016,8154.581725437702
Retail,25,21432,114.73605,119.3663744383188,116.97295878068124,2.5069644525875603e+06,893.9016,8154.581725437702
Retail,26,21432,119.3667834834659,124.819470486,122.10190035403157,2.6168879283876047e+06,893.9016,8154.581725437702
Retail,27,21432,124.81960846482134,129.96902965874156,127.33657612892966,2.7290774995952207e+06,893.9016,8154.581725437702
Retail,28,21432,129.96918242620038,136.07326221845673,132.79870695634804,2.8461418874884513e+06,893.9016,8154.581725437702
Retail,29,21432,136.07336084999997,142.87603199999998,139.39928786885153,2.987605537605226e+06,893.9016,8154.581725437702
Retail,30,21432,142.87652,148.7862381009591,146.11723231518138,3.1315845229789675e+06,893.9016,8154.581725437702
Retail,31,21432,148.7862531153576,154.15581626395038,151.16890672219807,3.239852008870149e+06,893.9016,8154.581725437702
Retail,32,21432,154.1558552131522,160.2196002,157.27557484168668,3.370730120007029e+06,893.9016,8154.581725437702
Retail,33,21432,160.2199022032606,167.4852774874837,163.75539490173148,3.5096056235339087e+06,893.9016,8154.581725437702
Retail,34,21432,167.485851485499,174.48904546557142,171.02032846457084,3.665307679652682e+06,893.9016,8154.581725437702
Retail,35,21432,174.489336,181.2135318728735,177.83291952791865,3.8113151313223527e+06,893.9016,8154.581725437702
Retail,36,21432,181.21428991840432,188.188359864696,184.75179251756742,3.959600417236505e+06,893.9016,8154.581725437702
Retail,37,21432,188.18849608795202,194.54807000840037,191.31662141644034,4.1002978301971494e+06,893.9016,8154.581725437702
Retail,38,21432,194.5485,198.92117524435963,197.23445574697763,4.227128855569225e+06,893.9016,8154.581725437702
Retail,39,21432,198.9211863700573,202.17470000000003,200.18851974302132,4.290440355132433e+06,893.9016,8154.581725437702
Retail,40,21432,202.17479255740517,209.30141160674515,205.72703059734198,4.409141719762233e+06,893.9016,8154.581725437702
Retail,41,21432,209.3016,217.43583729871997,213.25585184961628,4.570499416840976e+06,893.9016,8154.581725437702
Retail,42,21432,217.43630063516198,225.20881425,221.4317627988602,4.745725540305172e+06,893.9016,8154.581725437702
Retail,43,21432,225.20881425,231.46300000000002,228.53544942628108,4.897971752104056e+06,893.9016,8154.581725437702
Retail,44,21432,231.4632736,238.228494824505,234.83003828908585,5.032877380611688e+06,893.9016,8154.581725437702
Retail,45,21432,238.229,244.962,241.64274396671465,5.1788872886946285e+06,893.9016,8154.581725437702
Retail,46,21432,244.96220000000002,249.96270600000003,247.69142201453016,5.30852255661541e+06,893.9016,8154.581725437702
Retail,47,21432,249.96272131164,255.73216129191167,252.62872012292493,5.414338729674527e+06,893.9016,8154.581725437702
Retail,48,21432,255.73278000000002,262.499625,259.2373299513165,5.555974455516615e+06,893.9016,8154.581725437702
Retail,49,21432,262.5002422,269.9466361708357,265.9822215944275,5.700530973211769e+06,893.9016,8154.581725437702
Retail,50,21432,269.94685327342705,278.79869307024495,274.4072926038497,5.8810970950857075e+06,893.9016,8154.581725437702
Retail,51,21431,278.7988,288.6108760243363,283.69383228034525,6.079842519600079e+06,893.9016,8154.581725437702
Retail,52,21432,288.6114,296.55158933613575,292.75461061377865,6.274316814674504e+06,893.9016,8154.581725437702
Retail,53,21432,296.55164395222437,300.531,298.68447137266725,6.401405590459005e+06,893.9016,8154.581725437702
Retail,54,21432,300.5312835598345,308.5051995,304.3494222157578,6.522816816928121e+06,893.9016,8154.581725437702
Retail,55,21432,308.505432,316.38185271,312.46598843958066,6.696771064237093e+06,893.9016,8154.581725437702
Retail,56,21432,316.381998,325.22826011241034,320.65896469653404,6.872362931376117e+06,893.9016,8154.581725437702
Retail,57,21432,325.22826011241034,334.5588259303742,329.89934286623395,7.0704027163091265e+06,893.9016,8154.581725437702
Retail,58,21432,334.5589687500001,343.437,339.0741503271049,7.267037189810513e+06,893.9016,8154.581725437702
Retail,59,21432,343.437,350.918150926587,347.32532110160383,7.443876281849573e+06,893.9016,8154.581725437702
Retail,60,21432,350.91830812334933,360.9069057088701,355.7419660380214,7.624261816126875e+06,893.9016,8154.581725437702
Retail,61,21432,360.9069469612799,371.26485,366.2343153935556,7.849133847514684e+06,893.9016,8154.581725437702
Retail,62,21432,371.2652234946983,380.3558616,376.0245826498851,8.0589588553523375e+06,893.9016,8154.581725437702
Retail,63,21432,380.356,390.50814315472303,385.2379643430753,8.25642005180079e+06,893.9016,8154.581725437702
Retail,64,21432,390.508537267472,399.3880056183833,395.2726862846894,8.471484212453464e+06,893.9016,8154.581725437702
Retail,65,21432,399.388025560046,409.9698,404.0038232906582,8.658609940765386e+06,893.9016,8154.581725437702
Retail,66,21432,409.97049275,422.87741809873415,416.4409325054553,8.925162065456918e+06,893.9016,8154.581725437702
Retail,67,21432,422.87741970832116,436.46049999999997,429.61994571407575,9.207614676544072e+06,893.9016,8154.581725437702
Retail,68,21432,436.4606478375,448.3701519613628,442.7323688886463,9.488640130021468e+06,893.9016,8154.581725437702
Retail,69,21432,448.37163199199125,459.28476,453.7501204080997,9.724772580586392e+06,893.9016,8154.581725437702
Retail,70,21432,459.2849294216488,469.7444179368089,464.43508081354884,9.95377265199598e+06,893.9016,8154.581725437702
Retail,71,21432,469.7451627098327,479.922,474.84308227389243,1.0176836939294063e+07,893.9016,8154.581725437702
Retail,72,21432,479.9235917094406,489.0226,484.5260935584888,1.0384363237145532e+07,893.9016,8154.581725437702
Retail,73,21432,489.0228,495.41330033872003,492.79775278249093,1.0561641437634345e+07,893.9016,8154.581725437702
Retail,74,21432,495.413383443245,499.0021350956759,497.25111032013444,1.0657085796381122e+07,893.9016,8154.581725437702
Retail,75,21432,499.0023213502126,501.26847106209584,500.0580038560683,1.0717243138643255e+07,893.9016,8154.581725437702
Retail,76,21432,501.2688774477863,509.5643999999999,505.1519470589058,1.0826416529366469e+07,893.9016,8154.581725437702
Retail,77,21432,509.56604000000004,520.359011029064,514.8658146657284,1.1034604139915891e+07,893.9016,8154.581725437702
Retail,78,21432,520.3598000000001,530.8072000000001,525.4573598672571,1.1261602136675054e+07,893.9016,8154.581725437702
Retail,79,21432,530.808,543.71877,537.0375374252989,1.1509788502099006e+07,893.9016,8154.581725437702
Retail,80,21432,543.719727911752,557.1889111886411,550.3412425251688,1.1794913509799419e+07,893.9016,8154.581725437702
Retail,81,21432,557.1899999999999,572.3665000000001,564.7704835423789,1.2104161003280263e+07,893.9016,8154.581725437702
Retail,82,21432,572.3680049999999,586.9228421875,579.770094037524,1.2425632655412214e+07,893.9016,8154.581725437702
Retail,83,21432,586.9233,599.7760000000001,593.7564264844647,1.2725387732415047e+07,893.9016,8154.581725437702
Retail,84,21432,599.7768,613.700490945885,606.1256008518739,1.299048387745736e+07,893.9016,8154.581725437702
Retail,85,21432,613.7008098746979,628.6609657942439,621.1997108349392,1.3313552202614417e+07,893.9016,8154.581725437702
Retail,86,21432,628.6611352074553,644.6574084,636.4773123376233,1.3640981758019943e+07,893.9016,8154.581725437702
Retail,87,21432,644.6582656528386,660.7320499369362,652.602119833057,1.3986568632262079e+07,893.9016,8154.581725437702
Retail,88,21432,660.7332,677.1659999999999,668.8759870393442,1.4335350154227225e+07,893.9016,8154.581725437702
Retail,89,21432,677.166,692.6213446543586,685.0496338684261,1.4681983753068108e+07,893.9016,8154.581725437702
Retail,90,21432,692.6218200000001,705.8366632380811,699.0443382783046,1.4981918257980624e+07,893.9016,8154.581725437702
Retail,91,21432,705.837,723.5370942463135,714.6783349662959,1.5316986074997654e+07,893.9016,8154.581725437702
Retail,92,21432,723.5371770679633,741.0158863961905,732.363482505582,1.5696014157059634e+07,893.9016,8154.581725437702
Retail,93,21432,741.0172782258499,756.7568157235595,748.9532937604762,1.6051566991874525e+07,893.9016,8154.581725437702
Retail,94,21432,756.75708554316,773.9543106780158,765.0935725969505,1.6397485447897842e+07,893.9016,8154.581725437702
Retail,95,21432,773.955,791.562,782.9769011983689,1.678076094648344e+07,893.9016,8154.581725437702
Retail,96,21432,791.562,806.8417235880399,798.6825675479014,1.7117364787686624e+07,893.9016,8154.581725437702
Retail,97,21432,806.8420294626301,829.0343703926073,817.6917346313221,1.7524769256618496e+07,893.9016,8154.581725437702
Retail,98,21432,829.0363084085484,851.1792700882047,840.2523823703692,1.8008289058961753e+07,893.9016,8154.581725437702
Retail,99,21432,851.1794536783441,874.12,862.8464037865734,1.8492524125953842e+07,893.9016,8154.581725437702
Retail,100,21432,874.1205553238417,893.9008,884.4110313849077,1.895469722464134e+07,893.9016,8154.581725437702
Small,1,17145,893.9016,908.7837937500001,901.0170440043834,1.5447937219455153e+07,893.9016,8154.581725437702
Small,2,17146,908.784,925.2688069248379,917.2567813207178,1.5727284772525027e+07,893.9016,8154.581725437702
Small,3,17145,925.2695364028999,940.8229769937542,933.1924690998613,1.5999584882717123e+07,893.9016,8154.581725437702
Small,4,17146,940.8239389833374,954.3243124405998,947.6379153060365,1.6248199695837302e+07,893.9016,8154.581725437702
Small,5,17146,954.3252938999999,968.2436914900844,961.3896843257902,1.6483987527449999e+07,893.9016,8154.581725437702
Small,6,17145,968.2437148578886,980.865290475432,974.5877228623658,1.6709306508475263e+07,893.9016,8154.581725437702
Small,7,17146,980.8678477990978,989.9868832228279,986.1506927659669,1.690853977816527e+07,893.9016,8154.581725437702
Small,8,17145,989.9870264272244,994.3363905365848,991.7462466319947,1.700348939850555e+07,893.9016,8154.581725437702
Small,9,17146,994.3364431603834,999.3302477247687,997.1805567960351,1.7097657826824818e+07,893.9016,8154.581725437702
Small,10,17146,999.3303139759237,1002.51823395,1000.6532722062499,1.715720100524836e+07,893.9016,8154.581725437702
Small,11,17145,1002.5183970544562,1014.8052728319177,1008.1544673212398,1.7284808342222657e+07,893.9016,8154.581725437702
Small,12,17146,1014.8061000000001,1030.1629304026458,1022.2697360048458,1.7527836893539086e+07,893.9016,8154.581725437702
Small,13,17145,1030.163379274664,1046.874,1038.5013912983816,1.7805106353810754e+07,893.9016,8154.581725437702
Small,14,17146,1046.876441374512,1064.123728121097,1055.0976387328906,1.809070411371414e+07,893.9016,8154.581725437702
Small,15,17146,1064.126,1084.2783975967336,1073.9937556389593,1.8414696934185598e+07,893.9016,8154.581725437702
Small,16,17145,1084.2786728679357,1104.263315759641,1094.4052306184851,1.8763577678953927e+07,893.9016,8154.581725437702
Small,17,17146,1104.2633456681026,1125.8914258205384,1114.9638051049196,1.9117169402328953e+07,893.9016,8154.581725437702
Small,18,17145,1125.8955842744747,1145.6055000000001,1136.1179267561754,1.947874185423463e+07,893.9016,8154.581725437702
Small,19,17146,1145.6055000000001,1165.6947582923692,1155.4790553795515,1.9811843883537788e+07,893.9016,8154.581725437702
Small,20,17146,1165.6970586905957,1187.585011995142,1176.8110648811578,2.017760251845233e+07,893.9016,8154.581725437702
Small,21,17145,1187.5869446563784,1207.7087999999999,1197.4720669195228,2.0530658587335218e+07,893.9016,8154.581725437702
Small,22,17146,1207.708809392176,1229.9080000000001,1218.743421894085,2.0896574711795982e+07,893.9016,8154.581725437702
Small,23,17145,1229.9099745353326,1251.489283217034,1240.799558524309,2.127350843089928e+07,893.9016,8154.581725437702
Small,24,17146,1251.4925346258556,1273.88770755,1262.6689712190105,2.1649722180521153e+07,893.9016,8154.581725437702
Small,25,17146,1273.888,1297.5749463451098,1285.6976557404369,2.204457200532553e+07,893.9016,8154.581725437702
Small,26,17145,1297.5755050866906,1320.0414104358433,1308.4435576160229,2.2433264795326713e+07,893.9016,8154.581725437702
Small,27,17146,1320.041647581098,1345.6168909474948,1332.2869271893408,2.2843391653588437e+07,893.9016,8154.581725437702
Small,28,17145,1345.6183325154195,1375.2966021143973,1360.4674759108577,2.3325214874491654e+07,893.9016,8154.581725437702
Small,29,17146,1375.2994006505019,1402.992898257128,1389.4781419581454,2.382399222201436e+07,893.9016,8154.581725437702
Small,30,17146,1402.995843292921,1434.306930875,1418.2989084841308,2.4318153084868908e+07,893.9016,8154.581725437702
Small,31,17145,1434.3098628083906,1464.0636465696616,1449.4760857601757,2.485126749035821e+07,893.9016,8154.581725437702
Small,32,17146,1464.0649472953157,1489.5489433458433,1477.7977683778215,2.533832053660613e+07,893.9016,8154.581725437702
Small,33,17145,1489.5506177965658,1508.365,1498.9524365232623,2.569953952419133e+07,893.9016,8154.581725437702
Small,34,17146,1508.369443599513,1538.2835828471998,1523.072143601311,2.611459497418808e+07,893.9016,8154.581725437702
Small,35,17146,1538.291792256545,1569.2459999999999,1553.6614084076289,2.6639078508557204e+07,893.9016,8154.581725437702
Small,36,17145,1569.2532385763977,1600.091735511395,1584.5539483967468,2.7167177445262223e+07,893.9016,8154.581725437702
Small,37,17146,1600.0953880933118,1636.44,1617.80026414388,2.7738803329010967e+07,893.9016,8154.581725437702
Small,38,17145,1636.4419751272976,1672.0779448577737,1654.4954319170774,2.8366324180218294e+07,893.9016,8154.581725437702
Small,39,17146,1672.0786456182702,1707.5809913557462,1690.3336176810158,2.8982460208758697e+07,893.9016,8154.581725437702
Small,40,17146,1707.5832922123031,1743.99,1725.843367010109,2.959131037075533e+07,893.9016,8154.581725437702
Small,41,17145,1743.99,1780.139127833622,1761.5051673564951,3.020100609432711e+07,893.9016,8154.581725437702
Small,42,17146,1780.1404581989896,1817.27,1798.1962122027435,3.083187225442824e+07,893.9016,8154.581725437702
Small,43,17145,1817.2721988230628,1856.17,1837.1850932650696,3.149853842402962e+07,893.9016,8154.581725437702
Small,44,17146,1856.17,1892.9106471065325,1875.4259337221893,3.215605305960066e+07,893.9016,8154.581725437702
Small,45,17146,1892.9152000817348,1927.873276873774,1909.8403266944408,3.274612224150288e+07,893.9016,8154.581725437702
Small,46,17145,1927.8741960000002,1964.547522645666,1946.2636956331517,3.3368691061630387e+07,893.9016,8154.581725437702
Small,47,17146,1964.5481900821283,1990.1958100622066,1978.5064950580554,3.392347236426542e+07,893.9016,8154.581725437702
Small,48,17145,1990.1965286549957,2003.25957477184,1997.8742137573488,3.4253553394869745e+07,893.9016,8154.581725437702
Small,49,17146,2003.2598664000002,2042.2204050031376,2020.6732408188068,3.464646338707926e+07,893.9016,8154.581725437702
Small,50,17146,2042.220565403269,2092.0665644550977,2067.0051927799605,3.54408710354052e+07,893.9016,8154.581725437702
Small,51,17145,2092.0742741351787,2144.7486647496,2117.4839719371757,3.630426269886288e+07,893.9016,8154.581725437702
Small,52,17146,2144.750370270624,2201.9100393982385,2173.7274939743847,3.72707316116848e+07,893.9016,8154.581725437702
Small,53,17145,2201.9154079,2256.3548058466945,2228.9559679703248,3.8215450070851214e+07,893.9016,8154.581725437702
Small,54,17146,2256.354998106825,2308.6079999999997,2283.4552647598484,3.915212396957236e+07,893.9016,8154.581725437702
Small,55,17146,2308.6090401056163,2364.1,2335.755723437962,4.00488676340673e+07,893.9016,8154.581725437702
Small,56,17145,2364.1017381114766,2418.380096538703,2390.9408551956008,4.0992680962328576e+07,893.9016,8154.581725437702
Small,57,17146,2418.38152416891,2469.456,2444.111938143508,4.190674329140858e+07,893.9016,8154.581725437702
Small,58,17145,2469.4597222328007,2504.395375,2488.575848661007,4.266663292529297e+07,893.9016,8154.581725437702
Small,59,17146,2504.399206803573,2556.9928695973063,2529.3839576303217,4.3368817337529495e+07,893.9016,8154.581725437702
Small,60,17146,2556.994264,2618.7415591810163,2588.211125007651,4.437746794938118e+07,893.9016,8154.581725437702
Small,61,17145,2618.7437047104936,2679.4321250254616,2648.29151477255,4.540495802077536e+07,893.9016,8154.581725437702
Small,62,17146,2679.4337912987744,2753.075251338669,2715.7119256497986,4.6563596677191444e+07,893.9016,8154.581725437702
Small,63,17145,2753.0804541706284,2826.517292617129,2789.693054360415,4.782928741700932e+07,893.9016,8154.581725437702
Small,64,17146,2826.5199140350283,2902.38687909921,2865.3736018235295,4.9129695776866235e+07,893.9016,8154.581725437702
Small,65,17146,2902.3873496103965,2966.126844,2934.7009480436727,5.031838245515681e+07,893.9016,8154.581725437702
Small,66,17145,2966.130085800034,3002.390772398079,2987.2288966097162,5.121603943237358e+07,893.9016,8154.581725437702
Small,67,17146,3002.390910582288,3062.478167436426,3028.1889112133417,5.192132707166395e+07,893.9016,8154.581725437702
Small,68,17145,3062.48,3136.6672443405564,3098.9206570442525,5.313099466502371e+07,893.9016,8154.581725437702
Small,69,17146,3136.67,3214.458363030672,3175.006078885995,5.443865422857927e+07,893.9016,8154.581725437702
Small,70,17146,3214.466116061088,3299.0113805,3257.309285091916,5.584982500218599e+07,893.9016,8154.581725437702
Small,71,17145,3299.016975,3378.7287905188045,3337.9767380934873,5.722961117461284e+07,893.9016,8154.581725437702
Small,72,17146,3378.73,3459.6946383992477,3418.654761974615,5.8616254548816755e+07,893.9016,8154.581725437702
Small,73,17145,3459.69967,3529.6789160680914,3494.332730719441,5.991033466818482e+07,893.9016,8154.581725437702
Small,74,17146,3529.6803798846204,3623.09634,3575.5596259749013,6.1306545346965656e+07,893.9016,8154.581725437702
Small,75,17146,3623.097833428855,3720.343458024133,3672.085949277844,6.296158568631791e+07,893.9016,8154.581725437702
Small,76,17145,3720.365407406236,3812.86,3768.707483705861,6.4614489808136985e+07,893.9016,8154.581725437702
Small,77,17146,3812.86,3914.8203264968615,3862.9189789391785,6.6233608812891155e+07,893.9016,8154.581725437702
Small,78,17145,3914.8296206853,4001.057510265666,3962.50785464184,6.793719716783434e+07,893.9016,8154.581725437702
Small,79,17146,4001.0658914731343,4114.633,4050.5952994417607,6.945150700422843e+07,893.9016,8154.581725437702
Small,80,17146,4114.635135,4255.8395,4185.23494036084,7.176003828742695e+07,893.9016,8154.581725437702
Small,81,17145,4255.846859182632,4403.92665736675,4330.53434702877,7.424701137980826e+07,893.9016,8154.581725437702
Small,82,17146,4403.929473205289,4538.2025,4471.387084956883,7.666640295867072e+07,893.9016,8154.581725437702
Small,83,17145,4538.220337512673,4680.6359483999995,4609.472007133514,7.90293975623041e+07,893.9016,8154.581725437702
Small,84,17146,4680.6370799999995,4816.8456845778555,4751.603739474558,8.147099771703078e+07,893.9016,8154.581725437702
Small,85,17146,4816.85268672039,4932.451680369128,4877.118634642585,8.362307610958175e+07,893.9016,8154.581725437702
Small,86,17145,4932.47467018301,4993.658639107715,4966.4069527979345,8.514904720572059e+07,893.9016,8154.581725437702
Small,87,17146,4993.6590649728605,5042.638571999689,5009.576290684748,8.589419508008069e+07,893.9016,8154.581725437702
Small,88,17145,5042.640140522393,5188.842943118349,5111.555371759063,8.763761684880914e+07,893.9016,8154.581725437702
Small,89,17146,5188.854,5355.248259464331,5270.369903791518,9.036576237040935e+07,893.9016,8154.581725437702
Small,90,17146,5355.248764286096,5551.993776842837,5453.873666263818,9.351211788175943e+07,893.9016,8154.581725437702
Small,91,17145,5551.9946,5769.3319772493505,5658.610715316317,9.701688071409824e+07,893.9016,8154.581725437702
Small,92,17146,5769.360138158139,5977.868543222655,5877.555166475716,1.0077656088439262e+08,893.9016,8154.581725437702
Small,93,17145,5977.896210193033,6187.22,6070.345195391012,1.040760683749789e+08,893.9016,8154.581725437702
Small,94,17146,6187.221093989063,6432.125,6308.034999646338,1.0815756810393612e+08,893.9016,8154.581725437702
Small,95,17146,6432.15309,6690.333746360884,6559.72445942016,1.1247303558121806e+08,893.9016,8154.581725437702
Small,96,17145,6690.3370522527,6951.3,6821.467040195736,1.169540524041559e+08,893.9016,8154.581725437702
Small,97,17146,6951.313433999654,7206.234193667447,7067.725561653723,1.2118322248011474e+08,893.9016,8154.581725437702
Small,98,17145,7206.2352,7500.441947913359,7357.096515234083,1.2613741975368835e+08,893.9016,8154.581725437702
Small,99,17146,7500.44745176152,7822.5001618629585,7656.321214453906,1.3127528354302667e+08,893.9016,8154.581725437702
Small,100,17146,7822.522248493864,8154.57767084299,7982.235334656727,1.3686340704802424e+08,893.9016,8154.581725437702
Institutional,1,4286,8154.581725437702,8260.504789254404,8207.249656936188,3.51762720296285e+07,893.9016,8154.581725437702
Institutional,2,4286,8260.548324452742,8369.611664677992,8314.424860567748,3.563562495239337e+07,893.9016,8154.581725437702
Institutional,3,4287,8369.626373385994,8479.836000000001,8425.36688107091,3.611954781915099e+07,893.9016,8154.581725437702
Institutional,4,4286,8479.856000000002,8586.55500078628,8531.862225860834,3.656756150003953e+07,893.9016,8154.581725437702
Institutional,5,4287,8586.6180125,8701.662347371115,8644.260740073094,3.7057945792693354e+07,893.9016,8154.581725437702
Institutional,6,4286,8701.668052744055,8809.108625776153,8756.192229819339,3.7529039897005685e+07,893.9016,8154.581725437702
Institutional,7,4286,8809.163099979838,8917.356672664793,8864.378998868573,3.79927283891507e+07,893.9016,8154.581725437702
Institutional,8,4287,8917.360195237894,9008.3675979219,8966.157089028906,3.843791544066692e+07,893.9016,8154.581725437702
Institutional,9,4286,9008.382402015617,9117.54768595671,9060.581884362842,3.883365395637914e+07,893.9016,8154.581725437702
Institutional,10,4287,9117.55691638262,9235.25,9177.349641240151,3.934329791199653e+07,893.9016,8154.581725437702
Institutional,11,4286,9235.347089284665,9353.653205057899,9294.636232324143,3.9836810891741276e+07,893.9016,8154.581725437702
Institutional,12,4286,9353.690119444804,9464.72,9410.552354574222,4.033362739170511e+07,893.9016,8154.581725437702
Institutional,13,4287,9464.763382570512,9567.63193900977,9516.030620885593,4.079522327173654e+07,893.9016,8154.581725437702
Institutional,14,4286,9567.63536436138,9668.74008329218,9618.490405266197,4.122484987697092e+07,893.9016,8154.581725437702
Institutional,15,4287,9668.779625537596,9762.915745794937,9716.26575642202,4.165363129778121e+07,893.9016,8154.581725437702
Institutional,16,4286,9762.928298006143,9853.87710706765,9808.855735890067,4.2040755684024826e+07,893.9016,8154.581725437702
Institutional,17,4286,9853.912840928868,9913.229762837243,9886.968211461992,4.23755457543261e+07,893.9016,8154.581725437702
Institutional,18,4287,9913.241088947105,9958.209136961173,9937.559855798167,4.260231910180674e+07,893.9016,8154.581725437702
Institutional,19,4286,9958.232010664637,9989.976065235482,9975.049731586432,4.275306314957945e+07,893.9016,8154.581725437702
Institutional,20,4287,9989.985235363656,10005.959468441899,9998.767548166621,4.28647164789903e+07,893.9016,8154.581725437702
