victim_tier,pctile_in_tier,trades_in_bin,lower_edge_usd,upper_edge_usd,mean_usd,volume_usd,cutoff_p50,cutoff_p90
Institutional,21,4286,10005.960000000001,10034.478771778531,10016.639376540552,4.293131636785281e+07,893.9016,8154.581725437702
Institutional,22,4286,10034.4795,10120.56,10074.248175829747,4.31782276816063e+07,893.9016,8154.581725437702
Institutional,23,4287,10120.59,10230.128721887771,10173.958639465289,4.361576068738769e+07,893.9016,8154.581725437702
Institutional,24,4286,10230.18,10352.253153873198,10290.646603794798,4.41057113438645e+07,893.9016,8154.581725437702
Institutional,25,4287,10352.34,10480.029920114575,10416.050102613955,4.4653606789906025e+07,893.9016,8154.581725437702
Institutional,26,4286,10480.033250971932,10608.734991997184,10542.32431192559,4.5184402000913076e+07,893.9016,8154.581725437702
Institutional,27,4286,10608.739804497429,10759.07375422999,10682.433713278308,4.578491089511082e+07,893.9016,8154.581725437702
Institutional,28,4287,10759.145397302904,10915.615207378907,10836.765387729292,4.645721321719547e+07,893.9016,8154.581725437702
Institutional,29,4286,10915.628273071969,11068.024704942422,10992.761149617147,4.7114974287259094e+07,893.9016,8154.581725437702
Institutional,30,4287,11068.028999999999,11238.396645621979,11153.055563964714,4.781314920271673e+07,893.9016,8154.581725437702
Institutional,31,4286,11238.40857198936,11409.972659848096,11324.50682481059,4.8536836251138195e+07,893.9016,8154.581725437702
Institutional,32,4286,11409.974999999999,11586.435,11500.311072577557,4.929033325706741e+07,893.9016,8154.581725437702
Institutional,33,4287,11586.448346885363,11773.694113988202,11679.823866064866,5.007140491382008e+07,893.9016,8154.581725437702
Institutional,34,4286,11773.700500621384,11950.426180433442,11862.795885882782,5.08439431668936e+07,893.9016,8154.581725437702
Institutional,35,4287,11950.439304617601,12119.8,12027.676024425473,5.1562647116712004e+07,893.9016,8154.581725437702
Institutional,36,4286,12119.877460530828,12333.586467157711,12224.925482061513,5.2396030616115645e+07,893.9016,8154.581725437702
Institutional,37,4286,12333.589450817237,12532.787790414406,12436.95088472694,5.330477149193967e+07,893.9016,8154.581725437702
Institutional,38,4287,12532.8294,12752.35377853516,12641.200665610828,5.419282725347362e+07,893.9016,8154.581725437702
Institutional,39,4286,12752.36932837702,12974.717694993535,12865.097400192068,5.51398074572232e+07,893.9016,8154.581725437702
Institutional,40,4287,12974.810268069921,13209.9,13087.480324573557,5.6106028151446834e+07,893.9016,8154.581725437702
Institutional,41,4286,13210.0032,13461.068200637059,13333.613863417957,5.714786901860937e+07,893.9016,8154.581725437702
Institutional,42,4286,13461.07541344087,13722.670603050528,13588.592057549211,5.824070555865592e+07,893.9016,8154.581725437702
Institutional,43,4287,13722.69601470561,13996.159256309273,13861.032226072717,5.942224515317374e+07,893.9016,8154.581725437702
Institutional,44,4286,13996.162116797077,14278.749066362967,14131.420750890225,6.056726933831551e+07,893.9016,8154.581725437702
Institutional,45,4287,14278.86,14566.848375981031,14424.699636573307,6.183868734198976e+07,893.9016,8154.581725437702
Institutional,46,4286,14566.87764967839,14838.788691000002,14706.365345725775,6.303148187178067e+07,893.9016,8154.581725437702
