p25,p50_median,p75,p90,p95,min_value,max_value,mean_value,total_victim_trades,unique_victim_addresses
278.7988,893.9016,2789.7164313881526,8154.581725437702,15898.62701706004,1.2390000000000001e-23,2.100546e+07,7085.126005614023,4.286398e+06,385316
