victim_tier,pctile_in_tier,trades_in_bin,lower_edge_usd,upper_edge_usd,mean_usd,volume_usd,cutoff_p50,cutoff_p90
Retail,96,18769,950.590263740447,966.715719916713,958.6374736825653,1.799266674354807e+07,1001.8474213724877,8986.607999999998
Retail,97,18770,966.716,981.51794839875,974.2006770472669,1.82857467081772e+07,1001.8474213724877,8986.607999999998
Retail,98,18769,981.5200766104116,991.2117830538507,987.406842020376,1.8532639017880436e+07,1001.8474213724877,8986.607999999998
Retail,99,18769,991.2120000000001,998.3196839628176,995.0130386136183,1.8675399721739e+07,1001.8474213724877,8986.607999999998
Retail,100,18770,998.319728279934,1001.8473368933513,1000.1088578848844,1.877204326249928e+07,1001.8474213724877,8986.607999999998
Small,1,15015,1001.8474213724877,1012.216,1006.4008906088557,1.5111109372491967e+07,1001.8474213724877,8986.607999999998
Small,2,15015,1012.216,1025.948,1018.9252150524197,1.5299162104012081e+07,1001.8474213724877,8986.607999999998
Small,3,15016,1025.9493287732114,1041.2953080107502,1033.593743110432,1.5520443646546246e+07,1001.8474213724877,8986.607999999998
Small,4,15015,1041.2964059933004,1056.6504,1048.9989446255454,1.5750719153552564e+07,1001.8474213724877,8986.607999999998
Small,5,15016,1056.6506077304805,1074.527512751212,1065.383148185118,1.5997793353147732e+07,1001.8474213724877,8986.607999999998
Small,6,15015,1074.52777811702,1093.597629332438,1084.165920089312,1.6278751290141022e+07,1001.8474213724877,8986.607999999998
Small,7,15016,1093.5984367130477,1112.521237576535,1103.0697155249659,1.6563694848322889e+07,1001.8474213724877,8986.607999999998
Small,8,15015,1112.5248,1133.1900643544118,1122.9623751397155,1.686128006272283e+07,1001.8474213724877,8986.607999999998
Small,9,15015,1133.1925020556878,1151.5619005468177,1142.2560948972118,1.7150975264881637e+07,1001.8474213724877,8986.607999999998
Small,10,15016,1151.5620608311785,1171.5760203667053,1161.2851555169636,1.7437857895242725e+07,1001.8474213724877,8986.607999999998
Small,11,15015,1171.5791385627538,1191.3174123528315,1181.768125683853,1.7744248407143053e+07,1001.8474213724877,8986.607999999998
Small,12,15016,1191.31894375,1210.688007,1200.915181774301,1.8032942369522903e+07,1001.8474213724877,8986.607999999998
Small,13,15015,1210.6898016,1231.3537585717027,1220.972096033413,1.8332896021941695e+07,1001.8474213724877,8986.607999999998
Small,14,15016,1231.354908278665,1251.43,1241.4386373319428,1.8641442578176454e+07,1001.8474213724877,8986.607999999998
Small,15,15015,1251.430217354891,1272.076,1261.8196879072673,1.8946222613927618e+07,1001.8474213724877,8986.607999999998
Small,16,15015,1272.0764164799732,1293.9381,1282.985691265847,1.9264030154356692e+07,1001.8474213724877,8986.607999999998
Small,17,15016,1293.9398079101034,1314.429845,1304.1343614222483,1.958288157111648e+07,1001.8474213724877,8986.607999999998
Small,18,15015,1314.433359217753,1336.7133454347918,1325.4310347849441,1.9901346987295937e+07,1001.8474213724877,8986.607999999998
Small,19,15016,1336.7200000000003,1363.7981434924504,1349.9306304294453,2.027055834652855e+07,1001.8474213724877,8986.607999999998
