date,sandwich_trade_count,priced_trade_count,total_sandwich_volume_usd,unique_sandwich_bots,unique_transactions
2025-04-09,6690,6686,4.3420682692100435e+08,140,5376
2025-04-10,7132,7132,6.005018179663557e+08,131,5579
2025-04-11,7659,7651,4.589770799912314e+08,130,5969
2025-04-12,6716,6716,3.050926198541782e+08,130,5317
2025-04-13,6723,6723,2.6503037174369317e+08,114,5137
2025-04-14,6323,6313,3.0907524517526037e+08,131,4786
2025-04-15,7142,7136,3.625871318238449e+08,137,5396
2025-04-16,6201,6197,3.4628276230082375e+08,141,4874
2025-04-17,5978,5978,3.713118198213221e+08,108,4747
2025-04-18,6260,6258,2.727479664832403e+08,122,4934
2025-04-19,5504,5498,2.730502355044926e+08,108,4351
2025-04-20,6488,6486,1.90142303360581e+08,107,5028
2025-04-21,5769,5761,2.939638574776025e+08,120,4517
2025-04-22,5146,5144,3.718060765831132e+08,120,4126
2025-04-23,6040,6034,3.5792600805877393e+08,138,4732
2025-04-24,6198,6196,2.9524239971344024e+08,116,4731
2025-04-25,7444,7434,3.250752021521467e+08,140,5569
2025-04-26,5978,5974,2.82079764157591e+08,124,4720
2025-04-27,6309,6301,2.2630287863329387e+08,134,4938
2025-04-28,5919,5917,3.532674902472107e+08,109,4620
2025-04-29,5551,5548,3.103106370347042e+08,132,4336
2025-04-30,5440,5436,3.525834907104531e+08,118,4286
2025-05-01,6549,6545,3.953189024231843e+08,133,4925
2025-05-02,5428,5420,2.771160564240739e+08,124,4264
2025-05-03,5242,5239,2.2455412047962704e+08,112,4233
2025-05-04,5194,5184,1.8163980267128602e+08,113,4187
2025-05-05,6072,6069,3.007162829471368e+08,175,4683
2025-05-06,5105,5090,3.332832560657005e+08,112,4092
2025-05-07,4465,4451,2.8566061888392025e+08,105,3704
2025-05-08,4833,4833,3.8221050825443906e+08,110,3790
2025-05-09,6281,6276,4.2172281794939274e+08,125,4934
2025-05-10,12362,12356,3.120592117879836e+08,114,8335
2025-05-11,12660,12653,3.1254119251052076e+08,105,8445
2025-05-12,9179,9176,4.0608365617374253e+08,104,6701
2025-05-13,9393,9387,5.212877255277124e+08,122,6816
2025-05-14,7956,7942,5.576397180085139e+08,143,6181
2025-05-15,7179,7165,4.1424898923355335e+08,117,5545
2025-05-16,8650,8638,4.089980744907019e+08,112,6593
2025-05-17,7502,7482,2.8965256798715943e+08,107,5966
2025-05-18,7764,7754,2.5808751228193513e+08,117,6177
2025-05-19,7759,7745,3.533577982077457e+08,123,6180
2025-05-20,7681,7679,4.7497549223951256e+08,82,6117
2025-05-21,7077,7072,3.888497326400976e+08,111,5625
2025-05-22,8757,8754,4.926185605402355e+08,124,6732
2025-05-23,9109,9108,5.3140844157416266e+08,119,6922
2025-05-24,9519,9518,4.674033921742099e+08,130,7198
2025-05-25,11862,11858,2.4156027257384863e+08,131,8594
2025-05-26,10360,10355,4.20558321671167e+08,125,7742
2025-05-27,8513,8512,5.399603804137697e+08,120,6528
2025-05-28,9117,9110,5.428017332351718e+08,115,6945
2025-05-29,9266,9258,6.627361941695229e+08,105,7013
2025-05-30,9865,9858,5.3100864802109194e+08,117,7305
2025-05-31,9335,9326,4.015832235419751e+08,115,7010
2025-06-01,11094,11091,4.268955271412268e+08,112,8189
2025-06-02,10966,10960,3.4420311622537434e+08,105,7988
2025-06-03,9016,9013,3.805895776371298e+08,90,6736
2025-06-04,9636,9636,3.994632513026439e+08,111,7236
2025-06-05,9647,9643,4.335996268985741e+08,123,7226
2025-06-06,9133,9131,3.240982373502324e+08,121,6932
2025-06-07,8491,8489,1.9790555992607206e+08,127,6442
2025-06-08,11721,11721,2.9836354643685365e+08,135,8447
2025-06-09,8859,8848,4.845411885415084e+08,120,6567
2025-06-10,8396,8388,6.497057682236475e+08,117,6402
2025-06-11,8841,8835,4.240748885243102e+08,125,6715
2025-06-12,8187,8178,3.825732511977327e+08,113,6355
2025-06-13,8451,8447,5.253012892959218e+08,121,6500
2025-06-14,8201,8184,3.83141753701667e+08,118,6244
2025-06-15,8230,8222,3.967705734378925e+08,129,6345
2025-06-16,8035,8023,4.542167824106549e+08,123,6118
2025-06-17,8401,8397,4.252335296874534e+08,129,6372
2025-06-18,8525,8518,3.1603143968191373e+08,152,6509
2025-06-19,9436,9425,3.0510568096315724e+08,134,7156
2025-06-20,9059,9056,3.117090727256793e+08,138,6685
2025-06-21,8374,8368,2.1536474309285647e+08,150,6232
2025-06-22,8098,8097,3.5189556839113116e+08,125,6084
2025-06-23,8009,8008,3.952671020668148e+08,129,5985
2025-06-24,5766,5764,4.487052169756665e+08,89,4566
2025-06-25,4758,4758,3.3026871209912807e+08,70,3871
2025-06-26,5824,5817,4.1398079937385494e+08,119,4680
2025-06-27,7071,7068,2.5427117626063043e+08,100,5475
2025-06-28,6733,6733,1.7036861897877643e+08,115,5231
2025-06-29,6837,6837,1.8246175112894967e+08,107,5256
2025-06-30,6248,6246,3.0552699664262575e+08,90,4966
2025-07-01,7910,7906,4.233645824147309e+08,111,5986
2025-07-02,8600,8597,5.49539344824668e+08,131,6234
2025-07-03,6900,6892,5.2052893847183824e+08,130,5316
2025-07-04,7620,7608,3.3839129033909035e+08,115,5801
2025-07-05,9874,9858,1.308333233908258e+08,132,7567
2025-07-06,8539,8531,1.4541396296703985e+08,125,6344
2025-07-07,10031,10027,2.824342296607089e+08,109,7442
2025-07-08,10239,10237,3.9011370590639824e+08,116,7274
2025-07-09,8015,7995,4.334865312043582e+08,108,6036
2025-07-10,8142,8126,5.487787919114006e+08,104,6047
2025-07-11,6887,6887,8.187504292803477e+08,111,5304
2025-07-12,8425,8424,5.64316414820231e+08,130,6266
2025-07-13,10479,10475,4.503497104700103e+08,133,7452
2025-07-14,8197,8197,7.401701056314391e+08,123,6175
2025-07-15,7106,7102,7.203863597518404e+08,107,5444
2025-07-16,6412,6411,7.463354190342143e+08,119,5054
2025-07-17,5327,5324,6.750091944121811e+08,114,4263
2025-07-18,5125,5123,6.000749742343084e+08,109,4158
2025-07-19,6055,6051,3.772391458119063e+08,127,4878
2025-07-20,7269,7269,7.668893302167443e+08,131,5684
2025-07-21,7619,7619,9.128618518124853e+08,130,5843
2025-07-22,7389,7384,8.234572944693093e+08,151,5687
2025-07-23,7374,7372,8.25183467881752e+08,135,5624
2025-07-24,6889,6889,7.363247978750036e+08,125,5270
2025-07-25,6624,6618,8.205646057453889e+08,144,5286
2025-07-26,7974,7962,6.616677408520948e+08,137,6297
2025-07-27,6974,6973,9.506051294025139e+08,130,5439
2025-07-28,8437,8437,1.2553348492140903e+09,140,6315
2025-07-29,5935,5935,7.586496446219667e+08,106,4700
2025-07-30,4370,4370,7.53229242812325e+08,88,3587
2025-07-31,4249,4249,7.960067637709692e+08,93,3494
2025-08-01,6279,6277,9.536290476067659e+08,140,4870
2025-08-02,6985,6977,9.018228452021091e+08,138,5272
2025-08-03,6766,6764,6.980992189896424e+08,109,5174
2025-08-04,6261,6259,1.1266274591760504e+09,131,4869
2025-08-05,6366,6366,7.117073519062831e+08,120,5007
2025-08-06,6634,6634,8.62347926793914e+08,106,5155
2025-08-07,6767,6749,1.0250744600531769e+09,156,5159
2025-08-08,7060,7054,1.0672403549807215e+09,153,5358
2025-08-09,8565,8563,1.6088230491366189e+09,133,6323
2025-08-10,7628,7624,1.0497009842686121e+09,129,5886
2025-08-11,8653,8653,1.3731206072101665e+09,144,6365
2025-08-12,7533,7531,1.3255836732431886e+09,135,5666
2025-08-13,8010,8008,1.257495680808887e+09,129,5919
2025-08-14,7361,7357,1.4707046269489555e+09,108,5569
2025-08-15,7417,7411,9.775052665791667e+08,118,5742
2025-08-16,7565,7561,6.295077134609333e+08,137,5637
2025-08-17,7888,7879,6.365137202325127e+08,126,6018
2025-08-18,7517,7512,1.1812909952569883e+09,119,5789
2025-08-19,7418,7418,1.20518648084829e+09,128,5679
2025-08-20,7395,7392,9.148527028704077e+08,111,5710
2025-08-21,7530,7519,9.768421637154282e+08,109,5727
2025-08-22,8248,8247,1.3907682351208594e+09,182,6181
2025-08-23,6901,6898,8.129840993681197e+08,116,5347
2025-08-24,6179,6169,8.538797626863499e+08,122,4979
2025-08-25,6305,6298,1.271012314893512e+09,133,4919
2025-08-26,6107,6107,1.1095800327037556e+09,122,4727
2025-08-27,6890,6889,1.0948715146348855e+09,99,5334
2025-08-28,7477,7474,8.191722143208585e+08,129,5623
2025-08-29,7359,7354,8.955381988520947e+08,129,5723
2025-08-30,6383,6383,4.4985450159681267e+08,93,5022
2025-08-31,6117,6117,5.3406688294449556e+08,89,4828
2025-09-01,5036,5020,9.055776842123519e+08,108,4140
2025-09-02,5413,5410,6.03762286070527e+08,117,4359
2025-09-03,4698,4696,8.492897329736127e+08,106,3886
2025-09-04,5511,5511,6.670861747286363e+08,100,4431
2025-09-05,5319,5252,5.956367141521195e+08,99,4238
2025-09-06,5384,5384,4.019176806654366e+08,82,4315
2025-09-07,5545,5543,3.381847375459161e+08,87,4638
2025-09-08,6065,6065,5.736246692822464e+08,99,5150
2025-09-09,6364,6356,7.370865788093259e+08,104,5077
2025-09-10,6185,6177,5.3426112476403254e+08,118,4918
2025-09-11,5472,5469,4.410757811883789e+08,125,4529
2025-09-12,6148,6148,6.492780859186354e+08,111,4875
2025-09-13,5776,5774,5.2332698112326366e+08,116,4611
2025-09-14,5961,5955,3.9940242887536e+08,109,4803
2025-09-15,5686,5672,8.281232738074185e+08,105,4698
2025-09-16,4539,4532,7.147673443515333e+08,93,3765
2025-09-17,4872,4868,5.76764779079504e+08,98,4024
2025-09-18,4059,4059,5.215216799306665e+08,106,3339
2025-09-19,4038,4038,5.47426410941741e+08,91,3345
2025-09-20,3482,3479,4.699177173887297e+08,89,2924
2025-09-21,4925,4915,3.719794526345569e+08,112,3982
2025-09-22,5363,5363,6.35534164333616e+08,120,4324
2025-09-23,4988,4984,5.043809936854178e+08,90,4038
2025-09-24,5061,5054,5.0539078139320683e+08,106,4045
2025-09-25,5262,5262,1.1982391718546665e+09,103,4169
2025-09-26,5252,5245,8.569583834851091e+08,117,4184
2025-09-27,5856,5850,6.112132637914995e+08,97,4601
2025-09-28,5455,5454,3.555990415415274e+08,91,4256
2025-09-29,5352,5351,6.676077440130264e+08,91,4151
2025-09-30,5785,5782,6.526938388358988e+08,118,4514
2025-10-01,5200,5195,7.14449039300545e+08,96,4239
2025-10-02,4866,4861,6.089390312551621e+08,106,4023
2025-10-03,5194,5188,6.295839505457371e+08,113,4235
2025-10-04,6000,5993,3.5371967618574464e+08,116,4838
2025-10-05,5616,5609,3.910877727556583e+08,104,4556
2025-10-06,4951,4930,5.300195958121805e+08,102,4062
2025-10-07,5410,5396,6.663092057237227e+08,106,4410
2025-10-08,5576,5570,4.582585426766584e+08,107,4449
2025-10-09,5933,5920,4.754429358750332e+08,100,4660
2025-10-10,5075,5068,4.9539633203329337e+08,110,4149
2025-10-11,6674,6664,5.375844634842116e+08,127,5041
2025-10-12,5432,5422,3.4439778783678406e+08,124,4260
2025-10-13,4796,4794,3.7341223941289663e+08,97,3941
2025-10-14,4977,4971,4.874539466415439e+08,108,4027
2025-10-15,4776,4773,9.264484633336841e+08,104,3904
2025-10-16,4521,4519,5.0119671473748505e+08,119,3709
2025-10-17,4702,4697,5.638236280915117e+08,98,3882
2025-10-18,3997,3993,2.6748055589632925e+08,77,3353
2025-10-19,3716,3706,2.920651868603172e+08,90,3167
2025-10-20,5723,5718,3.139145057010259e+08,99,4664
2025-10-21,5189,5189,4.0061084180888325e+08,80,4321
2025-10-22,5258,5254,6.085252264086261e+08,126,4236
2025-10-23,4063,4058,3.786781483133393e+08,93,3491
2025-10-24,4514,4507,5.263343122739577e+08,93,3777
2025-10-25,4900,4895,2.4156428377457583e+08,86,3963
2025-10-26,5059,5059,2.5649198519071233e+08,112,4027
2025-10-27,5291,5286,5.805862257627159e+08,117,4203
2025-10-28,4660,4657,4.7346346662538755e+08,96,3859
2025-10-29,4031,4029,4.5833488097820055e+08,85,3320
2025-10-30,4057,4053,3.743889636079855e+08,93,3346
2025-10-31,4241,4239,3.5556370661891544e+08,88,3573
2025-11-01,4512,4510,1.7223702622327495e+08,87,3744
2025-11-02,4787,4785,1.362379768622815e+08,79,3945
2025-11-03,5148,5145,4.4722814790308774e+08,89,4184
2025-11-04,4615,4615,5.0408055401488644e+08,94,3721
2025-11-05,4367,4365,3.9731142486942697e+08,91,3614
2025-11-06,3691,3689,3.750118313337951e+08,60,3141
2025-11-07,4001,4001,4.571653796811327e+08,81,3299
2025-11-08,3831,3829,2.947434903016557e+08,97,3240
2025-11-09,4268,4264,2.497040869103204e+08,101,3542
2025-11-10,4069,4069,4.0026119465211165e+08,77,3420
2025-11-11,4168,4168,4.1212156490916413e+08,75,3426
2025-11-12,4264,4259,4.373525620147052e+08,109,3470
2025-11-13,4626,4619,3.6298878456299543e+08,110,3768
2025-11-14,4488,4486,3.653803172180552e+08,86,3683
2025-11-15,4263,4263,2.73953352871127e+08,94,3586
2025-11-16,4792,4792,2.977891111955639e+08,94,3995
2025-11-17,5273,5270,3.980691274164302e+08,98,4390
2025-11-18,4558,4557,2.830735248076072e+08,95,3767
2025-11-19,5609,5604,2.774330004713272e+08,96,4469
2025-11-20,5497,5489,2.4361999447411177e+08,94,4446
2025-11-21,4182,4180,2.4831305794966054e+08,84,3539
2025-11-22,4075,4070,1.9313152538594615e+08,72,3405
2025-11-23,3685,3674,1.6536613313946915e+08,77,3169
2025-11-24,4203,4193,2.735503835547586e+08,92,3515
2025-11-25,4584,4578,3.5256239181413573e+08,90,3841
2025-11-26,4650,4641,2.983480312246158e+08,87,3840
2025-11-27,4299,4291,4.5146355693084484e+08,85,3601
2025-11-28,4835,4822,3.240341802857616e+08,93,3862
2025-11-29,4364,4362,3.353512275541967e+08,74,3640
2025-11-30,4248,4238,2.2263599871533364e+08,78,3511
2025-12-01,6025,6022,5.617687268620214e+08,95,4825
2025-12-02,5065,5065,4.588690053405933e+08,87,4206
2025-12-03,4991,4989,3.873860301786243e+08,90,4221
2025-12-04,4976,4974,3.902731208782089e+08,70,4040
2025-12-05,5217,5207,4.189660251296811e+08,85,4352
2025-12-06,4055,4049,2.3883409263097668e+08,84,3533
2025-12-07,2782,2782,2.4184370185348988e+08,63,2524
2025-12-08,2934,2928,2.4651862530697754e+08,69,2543
2025-12-09,4597,4583,3.401499019250943e+08,99,3766
2025-12-10,4538,4526,3.453124205855637e+08,105,3710
2025-12-11,4745,4728,3.38105923742861e+08,102,3842
2025-12-12,5174,5157,3.840309196879186e+08,79,4133
2025-12-13,5712,5706,2.9246545873489666e+08,81,4637
2025-12-14,4662,4640,1.7217773344283292e+08,90,3846
2025-12-15,5787,5781,4.0437505188596576e+08,100,4656
2025-12-16,5625,5618,3.2774864280921847e+08,93,4621
2025-12-17,6170,6165,3.9957274387142974e+08,94,4883
2025-12-18,5973,5973,5.742129452018648e+08,111,4861
2025-12-19,5633,5631,3.5423356598252624e+08,96,4630
2025-12-20,4831,4820,2.5377071524682942e+08,95,4024
2025-12-21,4803,4791,2.215337225160222e+08,95,3984
2025-12-22,5477,5470,3.9433647586996245e+08,93,4435
2025-12-23,5992,5981,3.54964967594498e+08,83,4891
2025-12-24,6341,6327,3.0323326204943967e+08,92,5139
2025-12-25,6451,6451,2.2190454163892663e+08,86,5334
2025-12-26,6886,6884,3.030074339561047e+08,101,5576
2025-12-27,6304,6295,3.022722400055897e+08,96,5073
2025-12-28,6356,6354,1.8432977761702803e+08,98,5049
2025-12-29,6464,6443,2.9298050167792183e+08,91,5082
2025-12-30,6517,6514,2.7305445052792895e+08,101,5270
2025-12-31,6073,6067,2.863096763093973e+08,112,4843
