bot_address,total_trades,priced_trades,total_volume_usd
0x3b6dce2de2b52d1b33a8bc5889cd683a1c29eedf,4,4,8823.875982289472
0xba25f801e4e0c4ed22c9bcfa45da28daf9286689,17,17,8821.402885027257
0x8e4318e2cb1ae291254b187001a59a1f8ac78cef,20,20,8821.09945063967
0x16560854dcc2904f6d49a1f5c462cefc0b0648af,3,3,8815.475354252956
0x73d87440de96957d08b4dec13107371d453c069a,2,2,8805.519502832236
0xb230a62ec75de2c361c1e08fd26e705e80f4cd83,13,13,8803.90434059143
0x0477e2cfaff1664239355ba5cb3c145b42f67969,7,7,8801.710942809126
0xfa70dfa5f41604844bf2352d29ad839cddc77f8e,2,2,8800.64865556375
0x6a000f20005980200259b80c5102003040001068,2,2,8799.041960569368
0x6060ad7b2abb5716adc82c669353e5c5f3b9fb4d,12,12,8792.781861916521
0x0b69657070571f8f9987cef93b77faea852f51b8,26,26,8785.15516269219
0x07587a22b0136562193aeb3dd9de9f7af0782026,3,3,8772.834933925642
0xa963f3c2d419bc7efa6ddc0eed4cd0cde6a7e13f,53,53,8769.296841590318
0xb69ea54d402bd4589ab98dec68bfe29d586b6906,15,8,8759.293081457761
0xfcd3b1be350c61de881ac9c636a439e5a1bc4696,27,27,8745.135129581766
0xc1049edc8bb7a76c7184c42c14957fbb47bef3a2,9,9,8735.69334878622
0x54ae5e4627a494045512df8a3d639d677493e2f6,12,12,8728.007669025876
0x1533f61facb7cc3a632b12ea9f55d3fbb57309e0,5,5,8724.365782387296
0x4ffb974931b0093791bf8889e17a6cd0465dfc78,6,6,8718.335482918474
0xcdc36b886308f303a9f8df68830f3542eb37d2fb,40,40,8704.017349047854
0xf7adedbb2adde15a816ca3f8a0b5d1fb62d147fc,2,2,8703.694804610774
0x44bce2cfc7d024adaf3c4ce2fae4b0f52024ed77,6,6,8700.56420380334
0xd4acb4b634990f95a794cc123fa86176408f3dd2,33,33,8690.683075470377
0x3a08144d5dd55e7d8f6fc8d8e9c76c74bbed1729,9,9,8687.492228432375
0xdd1f66d14d1c7e114b2cf06da92430e92d14334f,6,6,8682.523951460418
0x8fd83d4065d249137ad4f83cfb8b91e47890981e,8,8,8678.488739
0x4f719d0883782fe63b59e9392372824795c37e9c,8,8,8656.899292506914
0x6088d94c5a40cecd3ae2d4e0710ca687b91c61d0,4,4,8644.611743532294
0xa759ae56db0bdd940163a18061218673bde8e519,23,23,8631.05710345763
0xf0f14c009f90d127a4842119c9b13d03f1f8ae09,1,1,8606.819499977124
0x0efd109332088b1c78977a4a5ed5a43bce858441,15,15,8605.479274955052
0x262faf36239baa6488c116f273c9b98a1f117ad9,11,11,8583.485694912719
0xf7c074266e1355426dde6fd95ac76b01c0873df0,6,6,8574.486695
0x21a7afa9f7e2d48bfa8e8f384d77f3b5c19a5add,2,2,8567.602345244328
0x76d8938c96e8abfb44db042091131b7e9a63189c,37,37,8560.339949055071
0x89d2e67b5299afc93d1dea4c81fdf6d7dbf12abf,24,24,8558.140589664692
0xb1c05c9d26874dcba27bdafe835a8fc4966d4165,4,4,8547.205256285186
0xb9ee6d2c750f3287fad721a454f7a64fdfe9acf4,15,15,8542.816580519124
0x1277a33fbe93e010c1edbb6ef1c3a3426210ef52,32,32,8541.87745901164
0x345bec0d86f156294e6602516284c19bd449be1e,2,2,8538.719975105641
0xdd642273ab88e5b4701b0bdf23a47b9adb2274b3,14,14,8494.714333353135
0x1993577b175815b5c0d917e1e98bd9f51a19f802,24,24,8482.937794587235
0x773dd321873fe70553acc295b1b49a104d968cc8,5,5,8455.29056192271
0x06ab2199550b926f6c88b5c7fc0280859eafa353,7,7,8444.43660348506
0x51c2841333fbbab53b7c2c442cc265bf16430d6d,2,2,8438.874005800366
0xc756bba710d45647715079ce50aa16aab36ded42,1,1,8425.188075142081
0x32c6d4f8c4e905f0218d2e8dca7e56d3d0acff09,4,4,8418.935259593925
0x1e1fbb2ad02f8b2a8223811d6a1c1f3f746f5949,35,35,8410.318510366582
0x6388dbc119f9a7b0f7bc8ebeb93abdd2c7b8d4b3,4,4,8404.211737628722
0x7df301c4529c58546527f5b912c74ecccad0ae2d,42,42,8387.649622328267
0x5f094191ddad05c5b6ddfa992a4f49d8d679290d,17,17,8376.23352438739
0x9d87494b184286986b4358ce9217f98645ed3418,20,20,8371.706861394783
0x6916f79669f745aebd82433583c85665bfae6fbb,57,57,8370.334978029558
0x34e6fd53c6c10141774a28de9520e21af6274d4b,43,43,8366.89387921133
0x243f9f22d4cc14f722ec910c2ec1234da9dd0cc1,9,9,8364.723905902008
0xf3b675df63fb4889180d290a338fc15c0766fd64,5,5,8363.969348988157
0xf5bb54af516890d564643ba16c09117fda5a98d3,7,7,8355.680839142831
0x3ddf8f1aa0595bd7e78513fd998a8321cee70832,35,35,8345.190091445758
0xc02d0fa00c0bec48186026c71da2e54ebf680139,3,3,8344.631994088695
0x092328e14fe3ecd53d01e3350907193e976c57ab,15,15,8339.398588707601
0xe96a90f2ac7934fea056f605f2128c1fc1d3b55b,8,8,8335.955502
0x00f2a9135f69caa28d8b803c78ede775a360b10d,11,11,8328.258964215393
0xa1b3b6444384f7f7e2ed7ce90d196de30d68814e,14,14,8324.867860118315
0x4c724db7d58c430c0738559d2d06111f63a852b0,27,27,8318.054153539993
0xae2abb1c91142420f31f112d3facec382804c6b8,5,5,8310.395952460258
0xa84f487e87425d3529143ebf966a3dfbf46942c2,4,4,8307.445349250598
0x4376ee6c900e570422b7cedf54e7e3da7e7d64ee,4,4,8305.522839086481
0x8d6a1780709b49e38fa80288a3090eb8ad8dec14,3,3,8279.544567075764
0x99dfde431b40321a35deb6aeb55cf338ddd6eccd,14,14,8276.958752757067
0xf5906bfd9406c45061dc67f774da440d169b84d0,25,25,8266.990283773328
0xf4f305db3a9fbfe18601f042ab1b964daf836c3d,29,29,8265.564716193401
0x8fe15be3aadd30f78752001e6e38b846f2d195c0,2,2,8257.668004076817
0x2a93167ed63a31f35ca4788e2eb9fbd9fa6089d0,13,13,8253.159955410309
0x9b9d97a9215882f4a68b0d0d591d5aaeb29e5e47,11,11,8246.583603935822
0x26a4381407e4a189f49f35068459dc06ab4ed3b4,30,30,8241.716
0x0c8f981efc57a1477db1e606a48630789e921b42,5,5,8238.010385854466
0xadbb996193f594c9cc5117650e87c2a84f000005,17,17,8234.589928936119
0x14de8287adc90f0f95bf567c0707670de52e3813,7,7,8223.356686169009
0x203b7c6e588532ae04b95509f2ff7c6926de1806,17,17,8212.146316399587
0x56feaccb7f750b997b36a68625c7c596f0b41a58,11,11,8185.9655611922335
0xc9902c52f05a5b7424413672b40dad2c8eae803a,30,30,8182.059468629611
0xe471f93c2be15b64e9ec63bbf485446cb934e8c4,29,29,8175.93579090708
0xb65859e27e7bac92f806c04258372e3be314a502,46,46,8168.461144143089
0x9c7793a009e9534b064acb581b5f5d7712bee353,2,2,8159.46841395224
0x85503c60a699a518854385ca59f370d17722ebb0,4,4,8155.397754499256
0x90507199cb03f98bf599d6e92921103bb70b60de,2,2,8151.232107
0x85611e73a4d6ef11dd90029b7b0606714775ab72,7,7,8144.68588315608
0x9c0df79f119be0fc4107c6c49d8ca45e587b1a1b,34,34,8140.443998503009
0x5d6e061c5c3c700d374b84ae17b70eb9cf531a22,3,3,8139.130922692226
0xb5918953e31b8c5b05147094a237fb7aeb68b7bc,17,17,8123.792493808767
0x5d8a31269a9f3336e3f23de17b2ec7393bdd6916,4,4,8108.229088856142
0x41f4f49f59468b29affcbec323edac5e4fb918b7,15,15,8104.445708375633
0x4610c8575bc58bc3cbcada26292876093923a3e3,4,4,8098.248312403584
0x7c72445127e3b1dfd7ecfbf7988c8e9e82718b65,2,2,8093.337770300717
0x89d5f41055a5eb0467ea3c736348baca6599f4c2,16,16,8087.704160074852
0xdddecafb01aa1cb141bfde50e591be5bc721816c,6,6,8076.866483448622
0x020e6d0e80d08567ecb14f942fa326748407a845,13,13,8068.586058684477
0xa248941e3c04c31b979c87794518adf7b2021402,27,27,8052.001896446411
0x5fbbc3380dd9f7253aa10838dd641dac8242f817,5,5,8047.455967485742
0xac69cc4b74e3b802f56e4fbe943db60e437400d8,4,4,8041.837409252427
0xc6562f56df9558dfb04d711839d0acd77d662145,6,6,8040.108178085767
0x2f55d92953faaa77c1352b6378f47e73006f5b93,3,3,8036.68560031945
0x830d5ddfb7b988b5ff1b42e6d85430c753c4d096,11,11,8031.4618991468105
0x678e01914438355375df6a8f90ef737203ac8819,20,20,8029.025377192616
0x8e6e4489fd8d1f6cc65bbe905b7f240f16cd6c8e,3,3,8017.091648554557
0x2e9321fbd9e852e5d46399a2236aed9c52697952,5,5,8004.226813772701
0xa723663732358023c980f3d3d91c4b80b4d93214,25,25,8002.122618422292
0xf2a56a42278fa01c2ee25dce1d95b7f1b2b8784e,22,22,7984.46906170294
0xa7bc6c09907fa2ded89f1c8d05374621cb1f88c5,11,11,7978.074262983355
0xdfe12fde2e543a14d26d57d65d3d8632b86d0e6f,2,2,7971.31550822818
0xfa01efd99fa232329ac0a57bce1118379b80925e,9,9,7933.174728913431
0x434a68f44bd1a59e3ab8db0aa8949e1377a8c1ba,14,14,7900.518645450752
0xf5aae5276b1ed63544edb779dcd7e449a7d8017b,7,7,7898.77106142449
0xaaeeb8e28e21238a0873ceaed877e0a7fbf93cf6,2,2,7896.031595055402
0xc75cfdbc96a20aac24206f4545c2468bcc72033c,6,6,7887.374852934558
0x03c10690f70f0950b967a428f64bbda122c34fba,6,6,7878.600692637362
0x0e3477d32c03bccb5ad7ab3a65313ecc0a93c033,14,14,7876.293724528861
0x4bd3cf2b49ebaf57c95cc1ad8ddd83baa1126835,7,7,7874.069208049369
0x47082a75bc16313ef92cfaca1feb885659c3c9b5,5,5,7860.395906268962
0x2ed7b9f472be4d0a5a0a3e6d2f8e7deccf7dfc9d,23,23,7859.455342869661
0x6fca22e2f44c0d09ffdd10e6cf70df6a8e283778,1,1,7856.5996
0x39736f27681c28710f7c3710acc2e414ca065aa4,63,63,7855.241999169922
0xbd7f4cca1c58eb370203c1cc990d33bec215f7c3,5,5,7853.232490986591
0xffc9efd66926e3023a4cbd20145ca48f52dff2d9,5,5,7853.154675079516
0xe936fbb952d0ce290f831df9acd37b53af0b6566,20,20,7845.638494439939
0xafa7a9819fa00b29a41b7e535d310f075fd79db5,15,15,7843.728292885953
0xe83652a9fd663b0fc91c690500cda07c1675030c,9,9,7833.592671136237
0x8b65f72b5c3b1822d722d4927eda34f7efd8c7d2,5,5,7830.270159240326
0x1ee9c46c745f06e9e4bf9630ab138fe3fbf12f6d,5,5,7828.342731087209
0xe24e50f4667f1df7d95348a254c84e1e505d0cbd,45,45,7819.006602715774
0x868da42bd9fe049172a8210918922e41cdd1a618,4,4,7817.369284202997
0xbedf43fe5df23e163e5a844c3f6fbbe4d77e5113,57,57,7813.417253425634
0xefc19ba107bf1ce57a7ab5dea228fffb899abeb0,29,29,7810.360208066895
0xa8854439c8dae6b56e2c72da6b4b1ae098795caa,5,5,7798.9631065902195
0xf49c43ae0faf37217bdcb00df478cf793edd6687,5,5,7796.0503914307665
0x52aff874262d7a9aaa8e0c7a834b3e6cfc6867a1,57,57,7793.296897894717
0xe0033fa16045375c21890dcfcbdb25b05f59831c,10,10,7792.257624341193
0xbe5d4bea755db30b68c65ae5d74485989eb5b87b,4,4,7790.729172731842
0x004375dff511095cc5a197a54140a24efef3a416,1,1,7790.257205140099
0x99f22dc134dfa95e57e99c07290e958eaa1327c9,9,9,7787.858509296994
0x30045ad74f4475e82dcdc269952581ecb7cd2bad,15,15,7786.909398334836
0xceee866d0893ea3c0cc7d1be290d53f8b8fe2596,1,1,7782.353338146025
0x31c74380fdcf6b7d4dae73102b5fbce94975fded,6,6,7780.696523825943
0x052cea5c8bc91e204bf1e686bb91f25f66d831b1,13,13,7738.321353821424
0xc40d16476380e4037e6b1a2594caf6a6cc8da967,7,7,7718.390069730442
0xbde666ec9858cc234139dee24c807240fea55b8c,13,13,7714.15236935412
0x490d4a6679b6f78ab2cc761ab8d3e41edc4585d8,20,20,7713.673498797911
0x5f6b517a5ed13ec1eae4df0de03f7911642c0550,5,5,7689.487432901073
0x18f20719189dd8fbc45c0e0900d651b40a4460e5,45,45,7675.094798571227
0x719925415d748162f22a787bd25819b4955f092e,34,34,7663.062582481681
0x1f6386ded1438212416edadc4eaad9dcac97080f,2,2,7659.45867
0xb3f39c3108cd45e1112d8bc9ae3cd5a110a7cebd,22,22,7658.97061402338
0xb2fe504a05f02d8f9be4828e4e3b0810fb57f1b5,10,10,7643.0885183654855
0x850e09eff92cb8a36c3a8e0c808e2d07cd8744a0,3,3,7637.892525217487
0xa3c7d9bb879860bb4dd701e82bfe681498e38aae,8,8,7637.517799629668
0x1eb86c828e355e20150f120656327f49642575b7,46,46,7618.202299506208
0x50fe1432a9127b25d81ba12d739b744f84111134,1,1,7616.368764296008
0x842018b74d27fcc33f476a960f958db939218364,2,2,7615.578440821145
0xd99034942c4a883ff3ed6cda6c91fe505a58eb2e,8,7,7615.2901402620755
0x9fd736df813886d7dfa2521318549ac8f61e070d,4,4,7610.204101114188
0xfaada0cbc49670179605d68a6f1d144087df341b,2,2,7590.35195
0xb617670bc253283c2ecc21f22767237d2b4b19aa,7,7,7574.869725750542
0xf6df7870940470a60512f7ad5d2470a0b4ae8de9,20,20,7572.660134245371
0xdae6e55d4aadc3cc7dd35c3e23245974535bea46,9,9,7567.131973273519
0xfa7d7a0858a45c1b3b7238522a0c0d123900c118,14,14,7561.211120589821
0x15293690b28694abea4614bdbc5258dadd4469b8,4,4,7557.207488484177
0x1c3a986a0314e4524773c94b89dd8425baeb8176,22,22,7545.704135788764
0x152e2502c22f73a7493df8b856836efbc69e3718,12,12,7543.400477281031
0xe56f841958fb2838eccd9efe1ec283c449b2db08,3,3,7534.941745968732
0x8ec3a2cebd06ea51a003cfd5b4d1fa95852ebe81,1,1,7533.947334542561
0x7836b563527bbc70f2428d7feeacbb6890537764,9,9,7529.91040791319
0x7bdeb22b6ac08149e5fe847daa04b9e4ba8e1c85,15,15,7528.295139021639
0x6c2348deec1508724c0207a84d21cc5ee88231c8,33,33,7524.899719962294
0x4a2987c255ad7f9409c54a4fce7823441e14f08b,16,13,7524.230781326454
0xc9a4ee825c558d4cf5057fb6229f122b33a224f2,10,10,7515.0189042251495
0xae396ff05069de0821a3c7ea95e60d887b59bd98,17,17,7508.122617942695
0xb547cd7179853b92268212a8143ab24346436fb7,4,4,7505.87139474587
0x250f8a84401732d60e89fd45b991e76936ee4d82,4,4,7490.359543006551
0x1d5d2539a49154c5659737151f53b21a98b4834f,36,36,7488.665652687792
0xdf17f240c604aa88d2e84c33d8f4c52e96f85685,4,4,7488.645739846094
0x554ae5330b61e9103fa65b39ef70b74c2a1c6be8,3,3,7486.099523909989
0xd9a1df87e01b31f1154f788041625030af1927be,16,16,7484.446203459475
0xef20f35d012b0fe159c06b589a43d5055cfe089d,5,5,7476.233760071222
0xca7fcfbe19db5430ecc01e788f63dff45c59902a,4,4,7468.223407250682
0x130f4322e5838463ee460d5854f5d472cfc8f253,14,14,7460.653459445482
0x659a9a43b32bea6c113c393930a45c7634a242d5,30,30,7448.018655842705
0x39c9e3128b8736e02a30b2b9b7e50ff522b935c5,2,2,7436.829517604703
0x43e8b5f3f30d72dd0a4c4c02815687744a3daa73,2,2,7424.644815239237
0xd2013d0c9d2bedb6ea7922fec164aa02ac59abce,22,22,7413.693727735181
0x291db2c056d94017e67725e5133528851a156cd0,31,31,7407.651394072279
0x03fe4665fd9681bd0885b93c8e6b569276f8ffa9,7,7,7407.421569643593
0x5fc1094e0d633f83b2765038dedd598c1a66f971,166,166,7398.988844369646
0x4845635180a3e5553d3eeeafc65e24af623f9ddb,4,4,7396.705588198074
0x045daae21193e493d2df6f4d51501dc425324673,15,15,7384.682946648452
0x85ff065c0b49a1bc3979cbcbf6a9cd82f31db5a5,28,28,7381.411378753046
0x898dc6b6c777dbdb6da8edf0d291c060cb5374d6,10,10,7378.851218350587
0xdf462874ee43069f940265bef5b0b52d42b991ef,45,45,7370.070861286697
0x9fdd7f845baca6d71d93f1619250c6f0b7a58842,23,23,7358.080417705318
0x8cd6c8c449918d92d2ad4658c32f2e2ff1e7096d,18,18,7351.900094846202
0xfed7ae546d05259c78bb048c2af2792b0d60dd52,8,8,7348.9064636029725
0x8f857674a2f7040cbbe0fe96a59c5a93a48fc085,12,12,7343.752081350759
0xce691914d3859b523831743dc099ff3bf5feb6c9,10,10,7343.460080000357
0x43eb2dd1723858cd7bf981fc4332cca226daf6ed,3,3,7338.376540111506
0x2f74cfb2cbde80251de2c053303a4bd25cdf8ce9,2,2,7336.090579150181
0x4b1f895066058662b9fa885e87a4e4159be0798a,7,7,7330.9271503372665
0x78e719632e964cd3caee228a6f4f3519310e0063,4,4,7326.614533070543
0xa0b0fa8d26f5510eebd1a2c7ae8edbda5cf5eabb,30,30,7326.5128860306395
0x9e1574e88635ba9c5e4a5cd7effa98630144de91,34,34,7325.016715907086
0x9fd54fe0d7f2e951f1ebddfae1369f667b068181,28,28,7316.856382709383
0xb70afb6ccfe5ae52b6a6bbf93aa4bbe69705abc7,6,6,7311.204873112293
0xccce04c5c78c0ee0de76fb3cdf73c74836d884c7,10,10,7308.926010846233
0xd7ec40cccebba8a67efe2e7ec86fcb24654dd43b,6,6,7274.3081465518735
0x943f536c0a42f6195bf050530159fd47640a8abf,22,22,7254.566862714491
0x406e59c31e3057c2890d33874c7a5e869c4df6f6,18,18,7241.362820342762
0x1f5a407dd3eed66cd872363f1ab68314734ac5e5,88,88,7229.635732662483
0x93b012ee7363f60a0ac19044eda8c94e41970c56,7,7,7228.067732422499
0x2530ceff321206c0331379b69d565e6d60faba8c,6,6,7222.232700873297
0x87483f8aada48b7f7efaf80d8216dc5cc2ff7661,4,4,7218.701171246404
0x3aa370aacf4cb08c7e1e7aa8e8ff9418d73c7e0f,8,8,7217.256792335331
0x6ae790b68517f2ac6c30b557107ad17143c50e78,8,8,7210.159723464024
0xfba31f01058db09573a383f26a088f23774d4e5d,19,19,7207.091328089576
0xa0c09ca681a27422c1d9cf68d1ab21108fb073f3,14,5,7200.652413221274
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,7,7,7197.892652788165
0xdb366862f7c5cb8a59b8a7014c63f632514e9521,37,37,7187.205414641124
0xc6a3fc36471abd445c9921dde9c4003dd270bc29,12,12,7183.123106725925
0xc68d3ba67e2755c9a2f46a0b51a1694ef53c0ea0,20,20,7178.992362600705
0x09ab6b615f56cfa3742c109d2d6659891f9e9668,7,7,7169.988857282131
0x8ea48337c6c6677b0973437f2685d17717c0408e,13,13,7168.769795399007
0x3763971bbd0ce7dfd0c1280a0a0634c451cc8321,3,3,7160.0660043149055
0x14283160198199882b5502f3316db2618baeda8c,16,16,7158.249317793532
0x4ce3687fed17e19324f23e305593ab13bbd55c4d,5,5,7150.972149221727
0x9e98deac1a416c9ce3c892bd8eef586f1291ca35,35,35,7149.53782563171
0xcfb26df385d790aa7e417394ec1196a3bd56aa8c,19,19,7142.523301794291
0xd71a4cb350d5ac4b6da5e7f8dd13702dc2a813bc,9,9,7141.075250565178
0xa43c42cc6857b1df8b91a85712635dfa45dbfb86,9,9,7141.072335112779
0x6d69dce31606abd62c58e95ba984718eebd540ea,40,40,7133.624870276746
0xe866530beab9c2d1460f138e92d2b83d8db5d8b2,1,1,7133.314008031549
0x0a9a81a28eb946bd16ec95eea5b6839666372020,8,8,7129.9913628418535
0xb5ef5f93cc71098736186fd33b995411671935cc,18,18,7129.73078556122
0xdb3511670062f8b265790cec28b02bff26bd5d86,16,16,7129.078875491773
0xa3de460e3059525334cb57e82cb4bfde392b8900,17,17,7124.647434570188
0xf8a896d1371dba46d6c3889a56a738f71efd4578,12,12,7118.672724504164
0xafc2735a361f0be4c81b48d7ee609d877130a16f,5,5,7117.167133965856
0xb01cc2918234ec8e3fd649df395837ddc9b88353,15,15,7115.111683204708
0xf29450019834d7874b4e306275c4334326ac27f1,10,10,7114.633149034821
0x7cda6e3dfa4ad88198a38b4bc9fcbcc45bd46000,30,30,7114.588628581924
0x2ac81052aa940c61178a612496528a2cbed0a800,1,1,7112.3994235855425
0x7f2138350650791f9fed3e0dafcc05868df2db2c,2,2,7111.505959980735
0x1e11fcab5bd387bc783f3dd03b379402ee2f9e06,12,12,7109.40575289291
0xfa97aa5002124fe7edd36584628300e8d81df042,2,2,7100.041819500959
0x62970575502f4c7583f6d77e5c6ec1c740c36368,20,20,7089.885529064269
0xcb37089fc6a6faff231b96e000300a6994d7a625,6,3,7089.6309259279315
0x7cb85f75e61226060453a997a7733f76707df337,3,3,7086.513665137585
0x80d9638ea324d843fd6df717d270e0a809a44331,37,37,7065.641909725786
0x876e31e08faa5f69122e7595b347bf3fdb73946c,19,19,7040.068421417295
0x5171cc5b3ba8c8460f2e786bf04a25eaba075286,1,1,7038.812272661355
0x303af49891f02549e080fd7c06bc3d862b2ba3fa,6,6,7034.893044579659
0x7054b0f980a7eb5b3a6b3446f3c947d80162775c,16,14,7034.286489608956
0x8824d47e0af318a56e7f9ee17f7fc2dbf3471e6d,3,3,7032.953441823608
0x23655ec96b201bf1574316783f3d943a955ce5fe,5,5,7031.086802156489
0xd99b6dbf2e01a0aef308a8f551798d8282272b2a,10,10,7029.886160229475
0x84f0bde4a5e023b022f2d2c1ae5b5b7884a4bb7e,2,2,7027.384583320112
0x6e7d812e1c53ef2e98f7bc1ec59670c8afbdfee4,4,4,7023.67895
0x5013c685293a8a477bec515e0196476690277525,25,25,7020.124952568329
0xb666153f81b187192303f9dd6a221ff02dbe85ae,3,3,7017.610925884569
0x02950460e2b9529d0e00284a5fa2d7bdf3fa4d72,1,1,7016.855182536971
0xe929d6b469e4ad43606f9b096804e92bc92f8893,5,5,7011.468731
0x48e5a89d1579db072c95f886506e69851f251e0e,4,4,7002.557130965922
0x101df4444b42f4e79612802264338a6843810d5b,7,7,6987.913313999999
0xac1e919d2d0eb93d429d6abca71415024a60590d,29,29,6985.399975135482
0xd3a4582f2f672589d06732d599a8b41de89e1160,2,2,6979.974473779494
0xdf5db8f397d95cc040e941a79c8f53a218fb0d52,10,10,6966.885156315761
0x59a615a3ecd65267306ae29b185887dac985e6f1,6,6,6964.380954
0xf94f040ad12abd0b585eae84876429715bfa82d6,6,6,6951.183307028655
0x60d510cf6a79b3031503de27cd52d2b02d9007a7,2,2,6946.3228044277685
0x6146be494fee4c73540cb1c5f87536abf1452500,5,5,6940.075841053149
0xf1bd495819310f232435b43237db17ddb09a5fe6,16,16,6935.454931651389
0x99db09e7ccbcdccdded46c6fa9eb1017ab39c65d,27,27,6934.57576167398
0xc93eca5db33e540e63fcaa70292f3d806425dd00,3,3,6923.74049457218
0x40182a7fd138e2539f03a402900bd9e9e62f7a5e,10,10,6920.084225251776
0x5e3cba35a3c6ea10bec1629efd5b29cbb30ea564,28,28,6914.132131243061
0x8c13d5a6635216513ebfb4483397be14d494ad76,19,19,6908.661127067908
0xc979f10fdb03d60da861e874ec0edf84a50fa65f,46,46,6906.870532886095
0x1265014dcb775588b076119fc62538acb8e10ab5,3,3,6905.10777531478
0x647035e4782138c4037e544d94ebdb79154f5088,3,3,6900.1879574811355
0x7f63306a62c345365881e0fff85cb2c8baaa13d5,36,36,6889.137875711342
0x7818a7e2ab095a15dcb348c7dd6d1d88d7ceabfd,35,35,6854.508159556399
0xc2c390c6cd3c4e6c2b70727d35a45e8a072f18ca,7,7,6850.348517791014
0x6cd7301d8366382198e2ab7d3cc4c6a74f3b4fc8,2,2,6849.604182571242
0xba3f55f6ac582cb7dae222dff4ee4c1daa53be73,6,6,6840.31833528057
0x6ee4722d9b32b35755e281dcd92bda7cd71551f2,3,3,6836.338376629177
0x184c33b7b1089747440057e46b4e2bb61f09bc8d,1,1,6831.137768916252
0x31861636f7eaf26c639c7e2fbfed258e760f0f2a,9,9,6827.448101905796
0xec2081ab72cf48a2e85283fd9ad4c411b2fc651d,42,42,6807.003511274123
0xfe9a776154f30281517d4f06578591911906f4e1,14,14,6805.302220297564
0x96842ece8aef13dd68da02ba6945d73c30aca1ca,5,5,6798.118927305697
0x86fef14c27c78deaeb4349fd959caa11fc5b5d75,31,31,6797.086166426045
0xa1f967f25ae32bd3435e45ea8657de16ce5a4ae6,67,67,6785.792713647857
0x8e001d4bac0eae1eea348dfc22f9b8bda67dd211,1,1,6783.658819518861
0xa9de9685d373763b424d42a9b01bb87999e110d9,7,7,6769.255442751119
0x349817c1a726f8b87b9d034bc4b70384ed9a3a3d,8,8,6768.27588734034
0x380f80520ed2fba5d54a75a6fd5605db240f099b,19,19,6760.355055902837
0xaded74c1a6f2983310f8d64e6c12ce33a015992c,47,47,6759.0741395545165
0x1fd5bd0b8c408cba03fc36f757d186cb8c237d77,27,27,6756.059564023367
0x8664b7483ac3af8db8f192cf099c5cab278fd847,2,2,6747.484256112826
0x2e05690f0a3c79e6f1969351b1caa2f1ec27a204,4,4,6741.282899313669
0x2ea2eb8f9a1bf17bcbf2555536c9d1e24e45ebc0,12,12,6736.485361109149
0xbb5a8cbdd988e066fe22186675e371259095476e,8,8,6734.888138385507
0xc6dd99e3b424e29ca80409cbe2f79546b23df75b,14,14,6734.76042651383
0x3155acd9f75915fcc21d34035f440da7040bd3ba,6,6,6724.3993013838435
0xcbc7e3674f2b3508833317cc4a31aa5c0fe45e09,3,3,6721.397966309016
0x5de2f46b3761c0318dad2e5e438199f5e5227aa0,1,1,6718.06
0x5b9aa3e3ee65be5412bd06e48196af332acab963,1,1,6711.34194
0x9d0beec8d63ef6484686d1f8470be62a210b7dbd,5,5,6707.292731326197
0x8e81015efadfd08142174b60585bd9909877f082,7,7,6689.161461598301
0x4fbca6eecfc019404974c714fd4bf877a9c1d8b7,1,1,6687.346482412658
0x4b60f256a1ab055a413034cd7ea0fd5ce063cc9f,2,2,6682.800218971058
0x422a29a465e4f8acc85cee8e0c7058dff28e7196,2,2,6676.66264411704
0x3fd595abefeb80475faa9c90b525802455417814,9,9,6676.60865236805
0xac5ac3ada7b587a4e03e26c35787115bd2015db4,3,3,6672.66395371152
0xf1ee7348e45ef0e838c705c2eece6d414d4aab3f,11,11,6666.936677931207
0x39ea0eca63c7dbe2a3baa057c0d2d20bf90a29de,6,6,6646.670334943994
0x188cffcc2562b5fbe87e8df1a03d0bdbbb09af8b,12,12,6646.446677079262
0xa60fa9a27232cd73a591372d72ecbbbf7e9e0711,12,12,6646.30386952683
0xa32523371390b0cc4e11f6bb236ecf4c2cdea101,2,2,6645.249969361004
0x07c431ee0f941769fb359f8d9e779ab6740dd676,21,21,6598.610234212682
0x03a86da24f980cfeace0898883db181c74be9c13,6,6,6594.038013923339
0x71edf32bfe131a79f43b7f46b2412a19851a36c0,11,11,6592.04463409922
0x06b0612b428f4599e32c62d834dcad527d65035f,4,4,6588.739142051299
0x4111d9da0410a75571f1b18402259dd829d7f08f,3,3,6584.894913710165
0x47d02592ba6a227357b0389adfa3ec5e7afa54b0,1,1,6584.404062092197
0xbcf2198d158b582004ec9f5606ebcdf8c1deeae7,8,8,6584.0049
0x8bafc89114d5f5b78806c0c84e465394cb35f5ea,8,8,6583.675383594928
0xa32650483e4b5d51416c41a3870b0e4a53c7e09e,1,1,6580.41598799676
0xa52f9a31e1c3f73bad9973d890364eb44c32b0f6,5,5,6573.215871
0x71ea7413899f5f46feb10b2be3b7388467260531,13,13,6562.021165451035
0x8ae2135519a691992eeee0c48c08748390e26f57,37,37,6558.1072102210655
0x46783306e1baf18596d17c06f6e1cd848e5e67e5,2,2,6550.922030502183
0xd6e1720b9a3bce9925e29f6b05204748097d287b,13,13,6547.968777291814
0x36d79f50110b3ef24a42e149e3d7b8cc7555dfd2,20,20,6543.526420560074
