p25,p50_median,p75,p90,p95,min_value,max_value,mean_value,total_victim_trades,unique_victim_addresses
354.965898,1001.8474213724877,3121.76,8986.607999999998,17006.162231465067,1.2390000000000001e-23,2.100546e+07,7332.075157273819,3.753857e+06,330521
